时间,外环频率,内环频率,遥控滚转,遥控俯仰,遥控偏航,遥控x,遥控y,遥控z,姿态x,姿态y,姿态z,q0,q1,q2,q3,外环输出x,外环输出y,外环输出z,力x,力y,力z,力矩x,力矩y,力矩z,--,电机1,电机2,电机3,电机4,电机5,电机6,电机7,电机8
1488282552211,41.88HZ ,209.40HZ ,0.00,0.00,-1.00,-1.00,0.00,0.00,1.45,1.72,67.31,0.83,0.00,0.02,0.55,0.00,0.00,0.00,-0.39,0.92,-0.03,-0.07,0.09,-0.06,,1476,1514,1490,1476,1481,1490,1490,1502,endOfFrame
1488282552508,41.92HZ ,209.62HZ ,0.00,0.00,-1.00,-1.00,0.00,0.00,-0.02,0.50,69.14,0.82,-0.00,0.00,0.57,0.00,0.00,0.00,-0.36,0.93,-0.00,0.03,-0.02,-0.04,,1476,1490,1490,1476,1481,1469,1490,1476,endOfFrame
1488282552793,41.96HZ ,209.78HZ ,0.00,0.00,-1.00,-1.00,0.00,0.00,0.86,-0.10,70.58,0.82,0.00,0.00,0.58,0.00,0.00,0.00,-0.33,0.94,-0.01,0.03,0.08,0.03,,1476,1490,1490,1476,1460,1490,1512,1476,endOfFrame
1488282553081,41.82HZ ,209.11HZ ,0.00,0.00,-1.00,-1.00,0.00,0.00,1.64,0.25,69.87,0.82,0.01,0.00,0.57,0.00,0.00,0.00,-0.34,0.94,-0.02,-0.07,0.05,0.06,,1476,1490,1464,1476,1458,1490,1490,1476,endOfFrame
1488282553382,41.85HZ ,209.26HZ ,0.00,0.00,-1.00,-1.00,0.00,0.00,2.94,-0.27,67.46,0.83,0.02,0.01,0.56,0.00,0.00,0.00,-0.37,0.93,-0.04,-0.10,-0.09,0.12,,1502,1490,1454,1476,1481,1490,1490,1476,endOfFrame
1488282553663,41.90HZ ,209.52HZ ,0.00,0.00,-1.00,-1.00,0.00,0.00,3.91,0.23,66.92,0.83,0.03,0.02,0.55,0.00,0.00,0.00,-0.39,0.92,-0.07,0.05,0.01,-0.00,,1476,1490,1490,1476,1481,1470,1511,1476,endOfFrame
1488282553932,41.93HZ ,209.67HZ ,0.00,0.00,0.00,-1.00,0.00,0.00,2.67,0.15,67.53,0.83,0.02,0.01,0.55,0.00,0.00,0.00,-0.39,0.92,-0.05,0.05,-0.02,-0.06,,1476,1490,1490,1456,1481,1466,1490,1476,endOfFrame
1488282554233,42.01HZ ,210.06HZ ,0.00,0.00,0.00,-1.00,0.00,0.00,1.07,0.59,68.50,0.83,0.01,0.01,0.56,0.00,0.00,0.00,-0.37,0.93,-0.03,0.01,0.02,0.03,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282554524,41.98HZ ,209.88HZ ,0.00,0.00,0.00,-1.00,0.00,0.00,0.46,1.28,67.13,0.83,-0.00,0.01,0.56,0.00,0.00,0.00,-0.38,0.92,-0.02,0.05,-0.11,0.38,,1527,1490,1449,1476,1453,1490,1535,1446,endOfFrame
1488282554821,42.22HZ ,211.10HZ ,0.00,0.00,0.00,-1.00,0.00,0.00,0.34,-0.97,42.48,0.93,0.00,-0.01,0.37,0.00,0.00,0.00,-0.73,0.68,0.01,-0.18,-0.05,0.03,,1476,1516,1458,1476,1481,1490,1490,1476,endOfFrame
1488282555101,42.07HZ ,210.37HZ ,0.00,0.00,-1.00,-1.00,-1.00,0.00,4.91,0.70,57.38,0.88,0.03,0.03,0.47,0.00,0.00,0.00,-1.38,0.28,-0.05,0.20,0.25,-0.69,,1432,1512,1569,1417,1481,1414,1465,1572,endOfFrame
1488282555381,41.97HZ ,209.83HZ ,0.00,0.00,-1.00,-1.00,-1.00,0.00,6.10,0.54,60.13,0.85,0.03,0.01,0.49,0.00,0.00,0.00,-1.32,0.36,-0.02,-0.21,-0.10,0.50,,1542,1490,1429,1476,1422,1550,1490,1476,endOfFrame
1488282555675,41.95HZ ,209.73HZ ,0.00,-1.00,-1.00,-1.00,0.00,0.00,3.50,2.66,44.94,0.91,0.04,0.04,0.40,0.00,0.00,0.00,-0.67,0.73,-0.11,0.03,-0.05,0.08,,1501,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282555967,41.72HZ ,208.61HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,3.19,1.58,48.02,0.92,0.03,0.03,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.21,-0.02,-0.24,,1476,1490,1528,1450,1506,1451,1490,1476,endOfFrame
1488282556255,42.68HZ ,213.41HZ ,0.00,-1.00,0.00,0.00,0.00,0.00,-1.11,1.16,55.66,0.89,-0.01,0.01,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.01,-0.13,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282556523,42.69HZ ,213.43HZ ,-7.00,-1.00,0.00,0.00,0.00,0.00,-1.10,2.06,58.15,0.87,-0.01,0.01,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.11,-0.06,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282556804,42.72HZ ,213.62HZ ,0.00,-1.00,0.00,0.00,0.00,0.00,-2.90,0.92,57.65,0.88,-0.03,-0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.08,0.05,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282557097,42.76HZ ,213.78HZ ,0.00,-1.00,0.00,0.00,0.00,0.00,-0.79,1.91,56.17,0.88,-0.01,0.01,0.47,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.03,0.05,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282557384,42.43HZ ,212.17HZ ,0.00,-1.00,0.00,0.00,0.00,0.00,0.16,-0.47,54.59,0.89,0.00,-0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,0.01,0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282557666,42.79HZ ,213.93HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,4.81,1.65,53.18,0.89,0.02,0.02,0.45,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,-0.01,0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282557944,42.53HZ ,212.64HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,6.54,0.13,52.92,0.89,0.05,0.03,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.03,-0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282558227,42.56HZ ,212.78HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,3.81,-0.12,54.19,0.89,0.04,0.02,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.06,-0.07,,1476,1490,1515,1476,1481,1464,1490,1476,endOfFrame
1488282558524,42.63HZ ,213.17HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,0.64,-2.34,56.14,0.88,0.01,-0.01,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.03,-0.01,-0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282558795,42.55HZ ,212.73HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,-0.63,-0.54,57.65,0.88,-0.00,-0.01,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,-0.05,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282559086,42.48HZ ,212.38HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,-1.41,-0.24,57.37,0.88,-0.01,-0.01,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.07,-0.02,0.14,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282559365,42.46HZ ,212.30HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,-0.44,0.29,52.56,0.89,-0.01,-0.01,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,-0.02,0.11,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282559655,42.53HZ ,212.64HZ ,0.00,-1.00,-1.00,0.00,-1.00,0.00,-0.05,1.01,49.77,0.91,-0.00,0.01,0.42,0.00,0.00,0.00,-0.77,-0.64,-0.01,-0.02,0.03,-0.11,,1476,1490,1512,1476,1481,1490,1464,1498,endOfFrame
1488282559957,41.90HZ ,209.48HZ ,-1.00,0.00,-1.00,0.00,-1.00,0.00,0.05,0.76,72.50,0.84,0.01,-0.01,0.54,0.00,0.00,0.00,-0.91,-0.42,0.02,-0.13,-0.31,-0.72,,1476,1551,1533,1381,1547,1470,1403,1515,endOfFrame
1488282560236,41.85HZ ,209.24HZ ,-1.00,0.00,-1.00,0.00,-1.00,0.00,-0.49,2.32,72.79,0.79,-0.01,0.02,0.61,0.00,0.00,0.00,-0.97,-0.25,-0.04,-0.04,-0.04,0.31,,1518,1462,1490,1476,1444,1527,1490,1476,endOfFrame
1488282560527,42.03HZ ,210.14HZ ,-1.00,0.00,-1.00,0.00,-1.00,0.00,1.16,2.87,59.38,0.86,-0.01,0.02,0.51,0.00,0.00,0.00,-0.87,-0.49,-0.03,0.04,0.02,0.33,,1512,1448,1490,1476,1442,1523,1490,1476,endOfFrame
1488282560815,42.06HZ ,210.29HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,-0.10,3.20,59.05,0.87,-0.02,0.03,0.49,0.00,0.00,0.00,-0.85,-0.53,-0.05,-0.13,0.15,-0.32,,1446,1490,1518,1476,1481,1490,1444,1530,endOfFrame
1488282561095,42.16HZ ,210.78HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,2.74,3.57,70.02,0.82,0.00,0.04,0.57,0.00,0.00,0.00,-0.93,-0.36,-0.04,0.06,-0.03,-0.25,,1476,1490,1524,1437,1481,1490,1466,1504,endOfFrame
1488282561387,42.05HZ ,210.25HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,1.47,2.67,70.13,0.82,-0.00,0.03,0.57,0.00,0.00,0.00,-0.94,-0.34,-0.04,-0.17,0.09,0.14,,1476,1490,1490,1476,1440,1526,1490,1476,endOfFrame
1488282561675,42.12HZ ,210.60HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,-0.19,1.68,63.83,0.84,0.00,0.02,0.54,0.00,0.00,0.00,-0.91,-0.42,-0.01,0.10,-0.03,0.15,,1506,1458,1490,1476,1460,1490,1490,1476,endOfFrame
1488282561955,42.14HZ ,210.68HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,0.03,0.87,65.77,0.85,-0.01,0.01,0.53,0.00,0.00,0.00,-0.90,-0.43,-0.02,-0.02,0.01,-0.29,,1476,1490,1522,1441,1481,1490,1455,1512,endOfFrame
1488282562246,42.02HZ ,210.09HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,0.02,1.72,69.48,0.82,-0.01,0.01,0.57,0.00,0.00,0.00,-0.93,-0.36,-0.03,-0.04,0.08,-0.02,,1476,1490,1490,1476,1457,1490,1490,1501,endOfFrame
1488282562537,41.99HZ ,209.97HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,-0.24,0.69,69.32,0.82,-0.00,0.00,0.57,0.00,0.00,0.00,-0.94,-0.35,-0.01,-0.02,-0.03,0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282562828,41.93HZ ,209.66HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,1.08,0.92,68.97,0.82,0.00,0.01,0.57,0.00,0.00,0.00,-0.93,-0.36,-0.01,0.02,0.01,-0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282563106,41.79HZ ,208.97HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,1.68,0.65,71.69,0.81,0.01,0.01,0.58,0.00,0.00,0.00,-0.95,-0.32,-0.00,-0.06,-0.03,-0.19,,1476,1490,1490,1445,1481,1490,1459,1504,endOfFrame
1488282563406,42.16HZ ,210.81HZ ,-4.00,0.00,0.00,0.00,-1.00,0.00,-2.88,0.68,56.08,0.87,-0.03,-0.00,0.50,0.00,0.00,0.00,-0.86,-0.51,-0.04,-0.26,0.22,1.08,,1539,1417,1405,1570,1359,1603,1536,1438,endOfFrame
1488282563688,42.24HZ ,211.22HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,2.38,0.77,54.55,0.89,0.02,0.01,0.45,0.00,0.00,0.00,-0.80,-0.60,0.02,0.03,-0.02,-0.92,,1423,1539,1574,1394,1539,1435,1410,1552,endOfFrame
1488282563967,42.22HZ ,211.10HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,-1.12,-0.85,71.75,0.81,-0.00,-0.01,0.59,0.00,0.00,0.00,-0.95,-0.31,0.01,-0.06,-0.12,0.24,,1519,1470,1490,1476,1457,1526,1490,1476,endOfFrame
1488282564267,42.14HZ ,210.71HZ ,0.00,0.00,0.00,-1.00,0.00,0.00,0.74,2.24,60.30,0.85,-0.00,0.02,0.53,0.00,0.00,0.00,-0.43,0.90,-0.04,0.02,0.18,0.29,,1476,1490,1461,1502,1429,1490,1533,1476,endOfFrame
1488282564534,41.98HZ ,209.91HZ ,0.00,0.00,-1.00,-1.00,0.00,0.00,1.03,2.22,55.88,0.88,-0.01,0.01,0.47,0.00,0.00,0.00,-0.57,0.82,-0.01,-0.27,-0.12,-0.14,,1476,1542,1458,1446,1481,1490,1462,1496,endOfFrame
1488282564828,42.63HZ ,213.17HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,3.42,3.97,60.51,0.87,0.01,0.05,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,-0.15,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282565126,42.05HZ ,210.27HZ ,-1.00,0.00,-1.00,0.00,-1.00,0.00,5.48,3.46,62.56,0.85,0.02,0.05,0.52,0.00,0.00,0.00,-0.88,-0.47,-0.01,0.04,-0.04,-0.07,,1476,1490,1510,1452,1481,1490,1490,1476,endOfFrame
1488282565428,41.76HZ ,208.80HZ ,3.00,0.00,-1.00,0.00,-1.00,0.00,2.02,2.79,64.13,0.85,0.00,0.03,0.53,0.00,0.00,0.00,-0.90,-0.44,-0.03,0.07,0.10,0.01,,1476,1468,1511,1476,1457,1490,1490,1497,endOfFrame
1488282565696,41.83HZ ,209.16HZ ,-1.00,0.00,-1.00,0.00,-1.00,0.00,0.43,0.31,64.57,0.84,0.00,0.01,0.53,0.00,0.00,0.00,-0.90,-0.43,-0.00,0.02,-0.05,0.01,,1496,1490,1490,1456,1481,1490,1490,1476,endOfFrame
1488282565989,41.73HZ ,208.63HZ ,-1.00,0.00,-1.00,0.00,-1.00,0.00,-0.65,-0.41,61.45,0.86,-0.00,-0.00,0.51,0.00,0.00,0.00,-0.88,-0.47,-0.00,0.04,0.04,0.06,,1476,1468,1490,1476,1459,1490,1490,1476,endOfFrame
1488282566268,42.07HZ ,210.34HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,-0.84,-1.19,61.92,0.86,-0.00,-0.01,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-0.05,-0.08,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282566569,42.55HZ ,212.77HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,-0.31,-0.65,63.75,0.85,-0.00,-0.01,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,-0.07,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488282566836,42.59HZ ,212.95HZ ,-1.00,0.00,0.00,0.00,0.00,0.00,-3.60,-0.32,58.69,0.85,-0.01,-0.01,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.13,-0.08,1.19,,1575,1392,1413,1551,1405,1566,1587,1376,endOfFrame
1488282567148,42.93HZ ,214.65HZ ,-1.00,0.00,0.00,0.00,0.00,0.00,3.09,-2.10,38.08,0.95,0.03,-0.01,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.12,-0.05,-0.49,,1448,1514,1536,1431,1525,1443,1465,1503,endOfFrame
1488282567418,42.06HZ ,210.31HZ ,-1.00,0.00,0.00,-1.00,0.00,0.00,-0.18,-3.09,58.55,0.88,0.02,-0.02,0.47,0.00,0.00,0.00,-0.56,0.83,0.01,0.13,0.11,-0.57,,1441,1528,1535,1426,1501,1419,1490,1539,endOfFrame
1488282567688,42.01HZ ,210.06HZ ,-1.00,0.00,0.00,-1.00,0.00,0.00,3.53,-0.58,53.87,0.88,0.03,0.00,0.47,0.00,0.00,0.00,-0.56,0.83,-0.03,-0.15,-0.29,0.56,,1555,1490,1414,1476,1450,1541,1521,1424,endOfFrame
1488282567998,42.02HZ ,210.11HZ ,-1.00,0.00,0.00,-1.00,0.00,0.00,5.31,3.80,40.68,0.94,0.03,0.05,0.34,0.00,0.00,0.00,-0.76,0.64,-0.11,0.04,-0.09,-0.07,,1496,1490,1490,1442,1481,1490,1490,1476,endOfFrame
1488282568281,41.97HZ ,209.86HZ ,-1.00,0.00,0.00,-1.00,0.00,0.00,8.26,4.69,48.32,0.91,0.05,0.07,0.40,0.00,0.00,0.00,-0.67,0.73,-0.16,0.07,-0.01,-0.14,,1476,1490,1490,1444,1481,1465,1490,1496,endOfFrame
1488282568560,41.89HZ ,209.47HZ ,-1.00,-1.00,0.00,-1.00,0.00,0.00,3.29,4.39,49.31,0.91,0.01,0.05,0.42,0.00,0.00,0.00,-0.65,0.75,-0.09,-0.04,0.06,0.15,,1476,1490,1467,1476,1445,1490,1510,1476,endOfFrame
1488282568870,41.82HZ ,209.09HZ ,-1.00,-1.00,0.00,-1.00,0.00,0.00,0.52,1.08,45.76,0.92,0.01,0.02,0.40,0.00,0.00,0.00,-0.69,0.73,-0.05,0.02,-0.09,0.05,,1504,1490,1490,1452,1481,1490,1490,1476,endOfFrame
1488282569151,41.61HZ ,208.05HZ ,-1.00,-1.00,-1.00,-1.00,0.00,0.00,1.64,0.62,46.54,0.92,0.01,0.01,0.39,0.00,0.00,0.00,-0.70,0.72,-0.03,0.07,0.02,-0.10,,1476,1490,1490,1452,1481,1465,1490,1499,endOfFrame
1488282569440,41.48HZ ,207.38HZ ,-1.00,-1.00,-1.00,-1.00,0.00,0.00,0.54,-0.24,49.76,0.91,0.00,0.00,0.42,0.00,0.00,0.00,-0.65,0.76,-0.01,-0.03,0.06,-0.02,,1476,1490,1490,1476,1460,1490,1490,1499,endOfFrame
1488282569725,41.58HZ ,207.88HZ ,-1.00,-1.00,-1.00,-1.00,0.00,0.00,2.75,-0.36,52.42,0.90,0.02,0.01,0.44,0.00,0.00,0.00,-0.62,0.78,-0.03,-0.00,0.02,-0.08,,1476,1490,1490,1456,1481,1490,1490,1498,endOfFrame
1488282570020,41.55HZ ,207.77HZ ,0.00,-1.00,-1.00,-1.00,0.00,0.00,4.63,0.61,52.88,0.89,0.03,0.01,0.45,0.00,0.00,0.00,-0.60,0.80,-0.05,-0.21,-0.11,0.05,,1499,1521,1451,1476,1481,1490,1490,1476,endOfFrame
1488282570319,41.82HZ ,209.11HZ ,0.00,-1.00,-1.00,-1.00,0.00,0.00,6.90,1.71,49.30,0.90,0.05,0.04,0.42,0.00,0.00,0.00,-0.64,0.76,-0.11,0.03,-0.03,0.09,,1500,1490,1490,1476,1460,1490,1511,1476,endOfFrame
1488282570592,41.62HZ ,208.09HZ ,-1.00,-1.00,-1.00,-1.00,0.00,0.00,6.09,2.42,44.36,0.92,0.05,0.04,0.38,0.00,0.00,0.00,-0.70,0.70,-0.11,0.07,0.03,0.14,,1500,1490,1490,1476,1451,1490,1518,1476,endOfFrame
1488282570900,41.49HZ ,207.43HZ ,-1.00,-1.00,-1.00,-1.00,0.00,0.00,4.99,0.84,43.85,0.93,0.03,0.03,0.36,0.00,0.00,0.00,-0.73,0.67,-0.08,-0.17,0.21,-0.74,,1412,1565,1524,1430,1481,1439,1434,1571,endOfFrame
1488282571180,41.68HZ ,208.40HZ ,-1.00,-1.00,-1.00,-1.00,0.00,0.00,-3.63,1.25,68.40,0.83,-0.03,-0.01,0.56,0.00,0.00,0.00,-0.38,0.92,0.05,-0.18,0.09,0.00,,1476,1519,1458,1476,1456,1490,1490,1501,endOfFrame
1488282571473,41.68HZ ,208.42HZ ,-1.00,-1.00,-1.00,-1.00,0.00,0.00,0.76,0.86,50.83,0.90,0.00,0.01,0.44,0.00,0.00,0.00,-0.62,0.79,-0.02,0.05,-0.12,0.68,,1554,1450,1431,1496,1429,1526,1552,1427,endOfFrame
