时间,外环频率,内环频率,遥控滚转,遥控俯仰,遥控偏航,遥控x,遥控y,遥控z,姿态x,姿态y,姿态z,q0,q1,q2,q3,外环输出x,外环输出y,外环输出z,力x,力y,力z,力矩x,力矩y,力矩z,--,电机1,电机2,电机3,电机4,电机5,电机6,电机7,电机8
1488275149599,42.52HZ ,212.58HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.21,-0.53,1.66,1.00,0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.03,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275149881,42.59HZ ,212.97HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.40,0.87,2.37,1.00,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275150153,42.55HZ ,212.77HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.51,2.35,2.93,1.00,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275150427,42.60HZ ,213.00HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.51,3.31,3.24,1.00,0.01,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.02,-0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275150739,42.56HZ ,212.81HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.54,3.21,3.10,1.00,0.01,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.01,0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275151019,42.54HZ ,212.71HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.44,1.46,2.48,1.00,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.03,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275151295,42.50HZ ,212.49HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.35,-0.03,2.14,1.00,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.03,0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275151567,42.55HZ ,212.75HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.57,-0.69,1.97,1.00,0.01,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275151846,42.59HZ ,212.97HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.43,-0.63,1.86,1.00,0.01,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275152134,42.89HZ ,214.44HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.35,-0.50,1.71,1.00,0.01,-0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275152438,42.64HZ ,213.22HZ ,0.00,0.00,3.00,0.00,0.00,0.00,1.33,-0.63,1.57,1.00,0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275152728,42.71HZ ,213.56HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.46,-0.63,1.57,1.00,0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275153019,41.93HZ ,209.63HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,1.31,-0.69,1.57,1.00,0.01,-0.01,0.01,0.00,0.00,0.00,-0.03,-1.00,0.02,-0.01,-0.00,0.01,,1476,1490,1490,1476,1481,1490,1470,1476,endOfFrame
1488275153317,41.66HZ ,208.30HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,1.24,-1.00,-0.37,1.00,0.01,-0.01,-0.00,0.00,0.00,0.00,0.00,-1.00,0.02,-0.01,0.03,0.09,,1476,1464,1490,1476,1481,1514,1490,1476,endOfFrame
1488275153600,41.70HZ ,208.50HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,1.26,-1.90,-3.95,1.00,0.01,-0.02,-0.03,0.00,0.00,0.00,0.07,-1.00,0.02,0.00,0.02,0.06,,1476,1466,1490,1476,1481,1511,1490,1476,endOfFrame
1488275153878,42.23HZ ,211.16HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.26,-2.36,-6.09,1.00,0.01,-0.02,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275154145,42.41HZ ,212.04HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,1.53,-2.58,-6.66,1.00,0.01,-0.02,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.01,-0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275154428,42.49HZ ,212.46HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,1.51,-2.71,-6.96,1.00,0.01,-0.02,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.00,0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275154730,42.37HZ ,211.87HZ ,-1.00,2.00,-1.00,0.00,0.00,0.00,1.60,-2.55,-7.10,1.00,0.01,-0.02,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.09,0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275155020,42.26HZ ,211.32HZ ,-1.00,2.00,-1.00,0.00,0.00,0.00,1.60,-2.48,-7.11,1.00,0.01,-0.02,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275155310,42.26HZ ,211.28HZ ,-1.00,2.00,-1.00,0.00,0.00,0.00,1.57,-1.88,-6.41,1.00,0.01,-0.02,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.02,-0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275155568,42.12HZ ,210.58HZ ,3.00,-3.00,-1.00,0.00,0.00,0.00,1.80,-1.59,-5.43,1.00,0.02,-0.02,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.04,-0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275155906,42.25HZ ,211.23HZ ,-1.00,-3.00,0.00,0.00,0.00,0.00,0.97,-0.32,-3.56,1.00,0.01,-0.00,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.00,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275156186,42.39HZ ,211.97HZ ,-1.00,-3.00,0.00,0.00,0.00,0.00,1.04,0.12,-3.28,1.00,0.01,-0.00,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.05,-0.07,-0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275156453,42.54HZ ,212.71HZ ,-1.00,-3.00,0.00,0.00,0.00,0.00,0.97,1.08,-1.42,1.00,0.00,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.01,-0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275156744,42.39HZ ,211.95HZ ,-1.00,-3.00,0.00,0.00,0.00,0.00,0.60,1.50,-1.45,1.00,0.01,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275157022,42.49HZ ,212.45HZ ,0.00,-3.00,0.00,0.00,0.00,0.00,0.98,1.26,-2.21,1.00,0.01,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.02,0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275157302,42.32HZ ,211.60HZ ,0.00,-3.00,0.00,0.00,0.00,0.00,0.78,0.82,-3.26,1.00,0.01,0.01,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275157588,42.44HZ ,212.19HZ ,0.00,-3.00,-1.00,0.00,0.00,0.00,1.13,0.86,-4.59,1.00,0.01,0.01,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.01,0.03,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275157870,42.38HZ ,211.89HZ ,0.00,-3.00,-1.00,0.00,0.00,0.00,1.02,0.50,-6.33,1.00,0.01,0.00,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.06,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275158143,42.37HZ ,211.86HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.52,0.31,-8.50,1.00,0.01,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.03,0.05,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275158429,42.58HZ ,212.88HZ ,0.00,9.00,-1.00,0.00,0.00,0.00,1.21,0.51,-10.81,1.00,0.01,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275158734,42.43HZ ,212.13HZ ,0.00,-1.00,-1.00,0.00,0.00,0.00,1.59,0.85,-13.55,0.99,0.01,0.01,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.00,0.07,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275159011,42.48HZ ,212.38HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.23,0.45,-16.60,0.99,0.01,0.00,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.06,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275159296,42.64HZ ,213.18HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.78,0.11,-20.07,0.99,0.01,-0.00,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.01,0.10,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275159562,42.59HZ ,212.95HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,1.46,-0.27,-23.94,0.98,0.01,-0.00,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.09,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275159860,42.46HZ ,212.28HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,1.92,-0.07,-28.16,0.97,0.01,-0.01,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.10,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275160157,42.36HZ ,211.80HZ ,-1.00,0.00,0.00,0.00,0.00,0.00,1.39,-0.28,-32.97,0.96,0.01,-0.01,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.01,0.11,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275160434,42.76HZ ,213.82HZ ,-1.00,0.00,0.00,0.00,0.00,0.00,1.80,-0.05,-38.00,0.95,0.01,-0.01,-0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.11,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275160712,42.66HZ ,213.31HZ ,-1.00,0.00,0.00,0.00,0.00,0.00,1.47,-0.34,-43.45,0.93,0.01,-0.01,-0.36,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.01,0.12,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275161016,42.54HZ ,212.68HZ ,-1.00,0.00,0.00,0.00,-1.00,0.00,2.22,0.01,-49.35,0.91,0.02,-0.01,-0.41,0.00,0.00,0.00,0.75,-0.66,0.02,-0.01,0.03,0.13,,1476,1490,1490,1505,1481,1490,1490,1452,endOfFrame
1488275161296,41.74HZ ,208.71HZ ,-1.00,0.00,0.00,0.00,-1.00,0.00,2.26,-0.47,-55.83,0.89,0.02,-0.01,-0.46,0.00,0.00,0.00,0.82,-0.57,0.02,-0.01,0.02,0.09,,1476,1490,1490,1503,1481,1490,1490,1453,endOfFrame
1488275161582,41.74HZ ,208.69HZ ,-1.00,0.00,0.00,0.00,-1.00,0.00,2.62,-0.05,-56.14,0.88,0.02,-0.01,-0.47,0.00,0.00,0.00,0.83,-0.55,0.02,0.02,-0.00,-0.07,,1453,1490,1490,1476,1505,1490,1490,1476,endOfFrame
1488275161879,41.80HZ ,209.00HZ ,-1.00,0.00,0.00,0.00,-1.00,0.00,1.64,-1.30,-53.01,0.89,0.01,-0.02,-0.45,0.00,0.00,0.00,0.80,-0.60,-0.00,0.01,0.02,-0.02,,1455,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275162162,41.80HZ ,209.00HZ ,-1.00,0.00,0.00,0.00,-1.00,0.00,2.12,-1.31,-54.45,0.89,0.01,-0.02,-0.45,0.00,0.00,0.00,0.80,-0.60,-0.00,0.06,0.02,0.09,,1476,1469,1490,1501,1481,1490,1490,1452,endOfFrame
1488275162459,41.80HZ ,209.00HZ ,-1.00,0.00,0.00,0.00,-1.00,0.00,0.92,-2.43,-57.54,0.88,0.00,-0.02,-0.48,0.00,0.00,0.00,0.84,-0.55,-0.02,-0.01,0.03,0.01,,1455,1490,1490,1497,1481,1490,1490,1476,endOfFrame
1488275162732,42.12HZ ,210.61HZ ,-1.00,0.00,0.00,0.00,-1.00,0.00,1.63,-1.58,-56.69,0.88,0.00,-0.02,-0.48,0.00,0.00,0.00,0.84,-0.54,-0.01,0.00,0.01,-0.04,,1453,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275163006,42.44HZ ,212.21HZ ,-1.00,0.00,0.00,0.00,0.00,0.00,0.07,-2.04,-54.41,0.89,-0.01,-0.02,-0.46,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.02,-0.05,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275163293,42.68HZ ,213.42HZ ,-1.00,0.00,0.00,0.00,0.00,0.00,1.66,-0.10,-52.47,0.90,0.01,-0.01,-0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,-0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275163616,42.34HZ ,211.69HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,1.19,-0.21,-50.98,0.90,0.01,-0.01,-0.43,0.00,0.00,0.00,0.78,-0.63,0.01,-0.04,-0.02,-0.02,,1476,1490,1490,1476,1501,1490,1490,1476,endOfFrame
1488275163879,42.07HZ ,210.33HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,3.39,1.35,-49.86,0.91,0.03,-0.00,-0.42,0.00,0.00,0.00,0.76,-0.64,0.06,0.04,0.05,0.04,,1476,1490,1490,1500,1481,1490,1490,1476,endOfFrame
1488275164158,41.98HZ ,209.91HZ ,0.00,0.00,0.00,0.00,-1.00,0.00,2.29,0.91,-52.56,0.90,0.02,-0.00,-0.44,0.00,0.00,0.00,0.79,-0.61,0.04,-0.07,-0.02,0.09,,1476,1490,1490,1500,1481,1510,1490,1452,endOfFrame
1488275164454,42.14HZ ,210.70HZ ,0.00,0.00,-11.00,0.00,-1.00,0.00,3.76,2.58,-56.01,0.89,0.04,0.00,-0.46,0.00,0.00,0.00,0.82,-0.57,0.08,0.05,0.03,0.08,,1476,1490,1490,1502,1481,1490,1490,1455,endOfFrame
1488275164758,41.65HZ ,208.24HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,1.69,1.10,-58.09,0.88,0.02,0.00,-0.48,0.00,0.00,0.00,0.85,-0.53,0.03,-0.03,-0.03,0.02,,1476,1490,1490,1476,1481,1490,1490,1454,endOfFrame
1488275165034,41.86HZ ,209.29HZ ,0.00,0.00,-1.00,-1.00,-1.00,0.00,1.52,0.86,-57.24,0.88,0.02,0.00,-0.48,0.00,0.00,0.00,0.31,-1.38,0.06,0.09,0.05,-0.07,,1456,1460,1528,1476,1481,1490,1470,1476,endOfFrame
1488275165331,41.86HZ ,209.29HZ ,0.00,0.00,2.00,0.00,-1.00,0.00,0.62,-0.90,-55.32,0.88,-0.00,-0.01,-0.47,0.00,0.00,0.00,0.82,-0.57,-0.01,-0.04,-0.02,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275165594,41.84HZ ,209.18HZ ,0.00,0.00,2.00,0.00,-1.00,0.00,1.19,-2.32,-56.51,0.88,0.00,-0.02,-0.47,0.00,0.00,0.00,0.83,-0.56,-0.01,0.06,0.07,0.05,,1456,1490,1490,1503,1481,1490,1490,1476,endOfFrame
1488275165888,41.86HZ ,209.31HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,1.32,-2.82,-57.50,0.88,-0.01,-0.03,-0.48,0.00,0.00,0.00,0.84,-0.54,-0.04,-0.07,-0.02,0.01,,1476,1490,1490,1476,1481,1490,1490,1456,endOfFrame
1488275166206,41.76HZ ,208.82HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,0.13,-2.89,-57.14,0.88,-0.01,-0.02,-0.48,0.00,0.00,0.00,0.84,-0.54,-0.04,0.06,0.02,-0.04,,1454,1490,1490,1476,1501,1490,1490,1476,endOfFrame
1488275166489,41.83HZ ,209.15HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,1.11,-1.58,-57.21,0.88,0.00,-0.02,-0.48,0.00,0.00,0.00,0.84,-0.54,-0.02,-0.03,-0.05,0.02,,1476,1490,1490,1476,1501,1490,1490,1452,endOfFrame
1488275166778,41.83HZ ,209.14HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,-0.54,-1.77,-58.67,0.87,-0.01,-0.01,-0.49,0.00,0.00,0.00,0.85,-0.52,-0.03,0.03,-0.04,0.02,,1476,1490,1490,1476,1502,1490,1490,1450,endOfFrame
1488275167071,41.97HZ ,209.85HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,2.86,0.32,-60.02,0.87,0.01,-0.01,-0.50,0.00,0.00,0.00,0.86,-0.51,0.01,0.03,-0.04,0.03,,1476,1490,1490,1476,1501,1490,1490,1450,endOfFrame
1488275167324,41.86HZ ,209.30HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,1.16,-0.26,-60.51,0.86,0.01,-0.00,-0.50,0.00,0.00,0.00,0.87,-0.50,0.01,-0.09,0.01,0.00,,1454,1490,1490,1498,1481,1490,1490,1476,endOfFrame
1488275167618,42.44HZ ,212.22HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,3.78,3.09,-61.73,0.86,0.04,0.00,-0.51,0.00,0.00,0.00,0.88,-0.48,0.07,0.03,0.01,0.02,,1476,1490,1490,1497,1481,1490,1490,1476,endOfFrame
1488275167906,41.91HZ ,209.55HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,1.30,0.91,-64.06,0.85,0.02,-0.00,-0.53,0.00,0.00,0.00,0.90,-0.44,0.03,-0.05,-0.05,0.05,,1476,1490,1490,1476,1481,1490,1490,1450,endOfFrame
1488275168206,41.88HZ ,209.41HZ ,0.00,0.00,-1.00,0.00,-1.00,0.00,2.47,2.15,-65.09,0.84,0.03,0.00,-0.54,0.00,0.00,0.00,0.91,-0.42,0.06,0.07,0.07,-0.02,,1451,1490,1490,1499,1481,1490,1490,1476,endOfFrame
1488275168499,42.51HZ ,212.57HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,-0.15,0.10,-64.91,0.84,-0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,-0.00,0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275168776,42.66HZ ,213.31HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,0.56,0.17,-64.47,0.85,0.01,-0.00,-0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.04,-0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275169071,42.53HZ ,212.67HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,0.94,-2.41,-64.04,0.85,-0.00,-0.02,-0.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,-0.05,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275169348,42.44HZ ,212.21HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,1.47,-1.41,-63.73,0.85,0.01,-0.01,-0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,-0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275169614,42.41HZ ,212.03HZ ,-1.00,0.00,3.00,0.00,0.00,0.00,1.07,-1.74,-63.88,0.85,-0.00,-0.03,-0.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.11,0.00,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275169905,41.78HZ ,208.89HZ ,-1.00,0.00,-1.00,-1.00,0.00,0.00,1.04,-0.51,-64.33,0.85,0.01,-0.01,-0.53,0.00,0.00,0.00,-0.44,-0.90,0.02,0.10,-0.00,0.02,,1476,1459,1516,1476,1481,1490,1490,1476,endOfFrame
1488275170186,41.70HZ ,208.50HZ ,-1.00,0.00,-1.00,-1.00,0.00,0.00,0.47,0.98,-65.19,0.84,0.01,0.00,-0.54,0.00,0.00,0.00,-0.42,-0.91,-0.00,-0.03,-0.04,0.01,,1476,1490,1490,1476,1481,1514,1467,1476,endOfFrame
1488275170476,41.63HZ ,208.17HZ ,-1.00,0.00,-1.00,-1.00,0.00,0.00,-0.13,1.85,-64.26,0.85,0.01,0.01,-0.53,0.00,0.00,0.00,-0.43,-0.90,-0.01,-0.02,-0.05,-0.06,,1476,1490,1510,1476,1481,1490,1463,1476,endOfFrame
1488275170800,41.77HZ ,208.86HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,1.03,2.69,-61.70,0.86,0.02,0.01,-0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.03,-0.03,-0.06,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275171081,42.46HZ ,212.30HZ ,-1.00,0.00,-1.00,0.00,0.00,0.00,1.14,2.62,-59.41,0.87,0.02,0.02,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.01,-0.05,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275171357,42.46HZ ,212.29HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.48,2.34,-58.03,0.87,0.02,0.01,-0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,-0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1488275171653,42.54HZ ,212.69HZ ,0.00,0.00,-1.00,0.00,0.00,0.00,1.95,0.77,-57.29,0.88,0.02,0.00,-0.48,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
