时间,外环频率,内环频率,遥控滚转,遥控俯仰,遥控偏航,遥控x,遥控y,遥控z,姿态x,姿态y,姿态z,q0,q1,q2,q3,外环输出x,外环输出y,外环输出z,力x,力y,力z,力矩x,力矩y,力矩z,--,电机1,电机2,电机3,电机4,电机5,电机6,电机7,电机8,
1.48829E+12,38.20HZ ,190.98HZ ,0,0,-1,0,0,0,0.36,1.14,18.17,0.99,0,0.01,0.15,-0.17,0.04,-0.33,0,0,0,0.02,-0.05,-0.23,,1476,1490,1490,1453,1503,1490,1490,1476,endOfFrame
1.48829E+12,38.55HZ ,192.75HZ ,0,0,-1,0,0,0,0.63,0.13,19.95,0.98,0,0,0.17,-0.01,-0.01,-0.36,0,0,0,-0.05,0.09,-0.23,,1448,1490,1490,1476,1481,1490,1470,1503,endOfFrame
1.48829E+12,38.02HZ ,190.12HZ ,0,-1,0,0,0,0,0.53,0.06,19.8,0.99,0,0,0.17,-0.01,-0.02,-0.34,0,0,0,-0.03,-0.08,-0.11,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,37.97HZ ,189.87HZ ,0,6,0,-1,0,0,0.29,0.39,17.73,0.99,0,0,0.16,0.05,0.21,-0.33,-0.95,0.32,-0.01,0.1,0.17,0.19,,1476,1462,1490,1476,1433,1490,1519,1476,endOfFrame
1.48829E+12,37.99HZ ,189.96HZ ,0,0,0,-1,0,0,1.32,1.08,15.16,0.99,0.01,0.01,0.14,-0.01,-0.01,-0.28,-0.96,0.28,-0.01,0,-0.2,0.02,,1516,1490,1490,1438,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.02HZ ,190.09HZ ,0,0,0,-1,0,0,1.83,2.58,12.45,0.99,0.01,0.02,0.12,-0.03,-0.04,-0.23,-0.97,0.23,-0.05,0,-0.04,0.07,,1504,1490,1490,1476,1460,1490,1490,1476,endOfFrame
1.48829E+12,37.91HZ ,189.57HZ ,0,-1,0,-1,0,0,1.7,2.77,9.78,1,0.01,0.02,0.09,-0.03,-0.06,-0.18,-0.98,0.18,-0.05,-0.08,-0.09,0.04,,1504,1490,1490,1451,1481,1490,1490,1476,endOfFrame
1.48829E+12,37.77HZ ,188.87HZ ,0,-1,36,-1,0,0,2.63,3.22,7.01,1,0.02,0.03,0.06,-0.07,-0.05,0.84,-0.99,0.13,-0.06,-0.11,0.02,0.58,,1531,1456,1440,1503,1414,1546,1519,1456,endOfFrame
1.48829E+12,37.44HZ ,187.19HZ ,0,-1,93,-1,0,0,2.52,2.88,4,1,0.02,0.03,0.04,-0.06,-0.01,1.4,-1,0.07,-0.05,0.06,-0.1,0.56,,1547,1442,1456,1476,1432,1531,1531,1440,endOfFrame
1.48829E+12,37.47HZ ,187.33HZ ,0,-1,88,-1,0,0,2.25,3.46,15.12,0.99,0.02,0.03,0.12,-0.06,-0.04,1.21,-0.97,0.24,-0.07,0.03,0,-0.57,,1453,1529,1536,1412,1504,1446,1451,1534,endOfFrame
1.48829E+12,37.61HZ ,188.07HZ ,0,-1,80,-1,0,0,3.57,1.65,39.67,0.94,0.02,0.02,0.34,-0.06,-0.02,0.69,-0.77,0.64,-0.06,0.03,-0.08,-0.61,,1456,1542,1527,1404,1515,1437,1455,1528,endOfFrame
1.48829E+12,37.61HZ ,188.07HZ ,0,-1,80,-1,0,0,3.32,1.56,54.04,0.91,0.02,0.02,0.42,-0.06,-0.02,0.52,-0.64,0.76,-0.06,-0.12,0.25,0.1,,1476,1490,1466,1476,1428,1490,1490,1511,endOfFrame
1.48829E+12,37.57HZ ,187.86HZ ,0,-1,80,-1,0,0,2.88,3.58,52.41,0.89,0.01,0.03,0.45,0.01,-0.01,0.46,-0.59,0.8,-0.06,-0.19,-0.13,0.4,,1526,1490,1426,1476,1443,1531,1490,1453,endOfFrame
1.48829E+12,37.67HZ ,188.36HZ ,0,0,87,-1,0,0,3.61,3.25,50.92,0.9,0.01,0.05,0.43,-0.09,-0.04,0.75,-0.63,0.77,-0.1,0.06,-0.09,0.15,,1511,1490,1490,1476,1481,1490,1517,1476,endOfFrame
1.48829E+12,38.29HZ ,191.45HZ ,0,0,80,0,0,0,2.46,2.93,56.06,0.89,0.01,0.03,0.46,-0.05,-0.04,0.44,0,0,0,-0.06,-0.01,-0.15,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.61HZ ,193.06HZ ,0,0,80,0,0,0,2.01,1.99,62.95,0.86,0.01,0.03,0.51,-0.05,-0.03,0.32,0,0,0,0.1,0.02,-0.24,,1476,1490,1518,1476,1481,1461,1490,1476,endOfFrame
1.48829E+12,38.53HZ ,192.63HZ ,7,0,65,0,0,0,-0.6,1.93,71.44,0.82,-0.01,0.01,0.58,0.25,-0.25,-0.21,0,0,0,0.25,-0.14,-0.61,,1452,1513,1556,1410,1546,1423,1466,1499,endOfFrame
1.48829E+12,38.48HZ ,192.41HZ ,0,0,2,0,0,0,-1.56,2.21,79.52,0.77,-0.02,0.01,0.64,0.04,-0.02,-1.03,0,0,0,-0.05,-0.05,-0.58,,1437,1539,1525,1429,1527,1454,1440,1514,endOfFrame
1.48829E+12,38.63HZ ,193.14HZ ,0,0,2,0,0,0,-1.58,0.1,69.32,0.78,-0.02,0,0.62,0.03,0,-1.22,0,0,0,0.07,0.09,0.52,,1507,1442,1461,1520,1436,1518,1537,1444,endOfFrame
1.48829E+12,38.68HZ ,193.38HZ ,0,0,-3,0,0,0,-2.18,-0.16,45.89,0.89,-0.02,-0.02,0.46,0.03,0.03,-0.96,0,0,0,-0.23,-0.17,0.61,,1531,1490,1418,1510,1446,1561,1490,1420,endOfFrame
1.48829E+12,38.37HZ ,191.86HZ ,-1,0,-3,0,0,0,2.41,0.51,26.22,0.96,0.01,0.01,0.26,-0.04,-0.02,-0.58,0,0,0,-0.04,0.03,0.39,,1500,1464,1457,1508,1448,1522,1515,1451,endOfFrame
1.48829E+12,38.23HZ ,191.16HZ ,-1,0,-3,0,0,0,1.69,1.76,17.22,0.99,0.02,0.01,0.16,-0.05,-0.02,-0.36,0,0,0,0.04,-0.22,-0.11,,1476,1490,1490,1444,1512,1490,1490,1476,endOfFrame
1.48829E+12,38.20HZ ,190.98HZ ,-1,0,-3,0,0,0,2.02,2.8,15.95,0.99,0.01,0.03,0.14,-0.04,-0.05,-0.33,0,0,0,-0.05,0.01,-0.09,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.04HZ ,190.22HZ ,0,0,-3,0,0,0,3.5,2.15,15.75,0.99,0.03,0.02,0.14,-0.05,-0.05,-0.32,0,0,0,-0.07,-0.17,-0.26,,1476,1521,1490,1441,1515,1490,1458,1476,endOfFrame
1.48829E+12,38.57HZ ,192.83HZ ,0,0,-3,0,0,0,2.52,3.36,16.08,0.99,0.02,0.03,0.14,-0.04,-0.06,-0.33,0,0,0,-0.07,0.06,-0.19,,1454,1490,1490,1476,1481,1490,1470,1497,endOfFrame
1.48829E+12,38.57HZ ,192.87HZ ,0,0,-3,0,0,0,2.56,0.66,15.35,0.99,0.02,0.02,0.14,-0.04,-0.03,-0.32,0,0,0,-0.02,0.03,-0.17,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.51HZ ,192.53HZ ,0,0,-3,0,0,0,2.83,0.7,14.05,0.99,0.02,0.01,0.13,-0.05,-0.02,-0.3,0,0,0,-0.01,0.05,-0.06,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.51HZ ,192.57HZ ,0,0,-3,0,0,0,2.44,-1.53,11.92,0.99,0.02,-0.01,0.11,-0.05,0.01,-0.27,0,0,0,0,0.1,-0.03,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.46HZ ,192.29HZ ,0,0,-3,0,0,0,2.3,-1.49,9.68,1,0.02,-0.01,0.09,-0.04,0.03,-0.23,0,0,0,-0.05,-0.07,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.54HZ ,192.70HZ ,0,0,-3,0,0,0,2.98,-0.68,7.22,1,0.03,0,0.06,-0.05,0.01,-0.18,0,0,0,-0.05,0.06,0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.49HZ ,192.46HZ ,0,0,-3,0,0,0,2.67,-0.13,4.74,1,0.03,-0.01,0.05,-0.05,0.01,-0.16,0,0,0,0.02,-0.15,0.05,,1476,1490,1490,1476,1481,1490,1490,1456,endOfFrame
1.48829E+12,38.27HZ ,191.35HZ ,0,0,0,-1,-1,0,2.24,2.63,2.5,1,0.02,0.02,0.03,-0.04,-0.03,-0.06,-1.06,-0.94,0,-0.07,-0.04,0.01,,1476,1490,1490,1476,1481,1521,1460,1476,endOfFrame
1.48829E+12,38.12HZ ,190.59HZ ,0,0,0,-1,-1,0,2.49,2.2,0.11,1,0.02,0.02,0.01,-0.05,-0.04,-0.01,-1.01,-0.99,0,0.13,-0.14,0.08,,1512,1451,1517,1450,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.18HZ ,190.91HZ ,0,0,0,-1,-1,0,0.98,3.61,-0.57,1,0.01,0.03,-0.01,-0.02,-0.06,0.01,-0.98,-1.01,-0.04,0,0.06,-0.1,,1476,1490,1523,1476,1481,1490,1461,1501,endOfFrame
1.48829E+12,38.07HZ ,190.35HZ ,0,0,0,0,0,0,0.58,2.61,1.7,1,0,0.02,0.01,-0.01,-0.05,-0.02,0,0,0,-0.07,-0.06,-0.2,,1476,1513,1490,1456,1481,1490,1466,1476,endOfFrame
1.48829E+12,38.88HZ ,194.41HZ ,0,0,0,0,0,0,2.11,2.78,4.98,1,0.02,0.03,0.04,-0.03,-0.05,-0.08,0,0,0,0.06,0.01,-0.19,,1476,1490,1510,1476,1481,1469,1490,1476,endOfFrame
1.48829E+12,38.91HZ ,194.54HZ ,0,0,0,0,0,0,0.63,1.27,7.86,1,0.01,0.02,0.06,-0.03,-0.04,-0.11,0,0,0,0.12,0.04,-0.16,,1476,1490,1515,1476,1481,1464,1490,1476,endOfFrame
1.48829E+12,38.75HZ ,193.75HZ ,0,0,0,0,0,0,-0.27,0.2,9.45,1,0,0,0.08,0.01,-0.01,-0.16,0,0,0,-0.08,0.03,-0.14,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.82HZ ,194.10HZ ,0,0,0,0,0,0,1.26,-0.88,9.26,1,0.01,0,0.08,-0.02,0.01,-0.16,0,0,0,0,0.02,-0.03,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.75HZ ,193.75HZ ,0,0,0,0,0,0,0.03,-0.91,8.11,1,0,-0.01,0.07,-0.01,0.02,-0.15,0,0,0,0.09,-0.03,0,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.61HZ ,193.04HZ ,0,0,0,0,0,0,0.07,-0.3,6.51,1,0,0,0.06,0,0.01,-0.12,0,0,0,-0.12,0,0.04,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.55HZ ,192.74HZ ,0,-4,65,0,0,0,2.54,0.62,4.5,1,0.02,0.01,0.04,-0.01,-0.03,1.51,0,0,0,-0.02,-0.07,0.97,,1553,1422,1414,1540,1416,1565,1557,1398,endOfFrame
1.48829E+12,37.70HZ ,188.50HZ ,0,-4,114,-1,0,0,1.95,1.2,1.99,1,0.02,0.01,0.03,0.01,-0.01,1.65,-1,0.05,-0.02,0.12,-0.22,0.41,,1549,1449,1470,1476,1456,1518,1522,1439,endOfFrame
1.48829E+12,37.52HZ ,187.61HZ ,0,-4,110,0,-1,0,2.06,1.44,20.03,1,0.01,0.02,0.08,0.01,-0.04,1.55,-0.15,-0.99,0.02,-0.13,-0.22,-0.7,,1441,1540,1541,1408,1553,1490,1400,1507,endOfFrame
1.48829E+12,37.65HZ ,188.23HZ ,0,-4,110,0,-1,0,2.23,1.58,51.41,0.94,0.01,0.02,0.34,-0.01,-0.06,1.15,-0.64,-0.77,0.01,0.21,0.07,-0.58,,1440,1490,1572,1426,1514,1441,1452,1527,endOfFrame
1.48829E+12,37.45HZ ,187.26HZ ,0,2,114,0,-1,0,1.55,-0.09,68.26,0.84,0.01,0.01,0.54,-0.05,0.04,0.71,-0.91,-0.41,0.01,0.11,0.01,0.25,,1511,1447,1490,1476,1449,1490,1490,1476,endOfFrame
1.48829E+12,37.41HZ ,187.07HZ ,0,-3,110,0,-1,0,0.12,1.61,69.58,0.82,0,0.01,0.57,0,-0.07,0.69,-0.94,-0.35,-0.02,0.09,-0.16,0.63,,1555,1428,1459,1476,1436,1542,1530,1427,endOfFrame
1.48829E+12,37.58HZ ,187.89HZ ,0,-3,110,0,-1,0,-1.96,0.42,70.31,0.82,-0.02,0,0.57,0.04,-0.07,0.69,-0.94,-0.35,-0.02,-0.09,-0.1,0.05,,1501,1490,1490,1456,1481,1516,1470,1476,endOfFrame
1.48829E+12,37.52HZ ,187.61HZ ,0,2,110,0,-1,0,-2.14,0.93,79.21,0.78,-0.02,-0.01,0.63,-0.03,0.09,0.56,-0.98,-0.21,-0.02,0.04,-0.04,-0.25,,1476,1490,1520,1436,1481,1490,1466,1506,endOfFrame
1.48829E+12,37.36HZ ,186.82HZ ,0,2,110,0,-1,0,-2.56,3.2,89.83,0.71,-0.04,0,0.7,0.1,0,0.36,-1,-0.01,-0.06,-0.05,0.02,-0.3,,1476,1512,1513,1438,1481,1490,1459,1518,endOfFrame
1.48829E+12,37.53HZ ,187.63HZ ,0,2,106,-1,-1,0,-1.24,2.41,98.07,0.66,-0.02,0.01,0.76,0.02,-0.01,0.07,-0.85,1.13,-0.01,0.06,-0.07,-0.13,,1496,1511,1490,1436,1481,1459,1490,1497,endOfFrame
1.48829E+12,37.40HZ ,186.99HZ ,0,2,106,-1,-1,0,-0.09,3.42,98.67,0.64,-0.03,0.01,0.76,0.02,-0.02,0.11,-0.82,1.15,-0.02,-0.15,-0.03,0.33,,1519,1490,1433,1476,1434,1512,1515,1476,endOfFrame
1.48829E+12,37.53HZ ,187.65HZ ,0,2,110,-1,-1,0,1.84,4.78,94.6,0.67,-0.02,0.03,0.74,-0.04,-0.03,0.24,-0.88,1.1,-0.09,-0.06,-0.14,0.22,,1525,1490,1449,1476,1453,1490,1514,1476,endOfFrame
1.48829E+12,37.59HZ ,187.93HZ ,0,2,110,-1,-1,0,2.37,5.1,94.66,0.68,-0.02,0.05,0.73,-0.05,-0.05,0.28,-0.93,1.06,-0.13,-0.06,-0.1,-0.22,,1476,1531,1490,1426,1481,1469,1490,1504,endOfFrame
1.48829E+12,37.24HZ ,186.21HZ ,-1,-3,106,-1,-1,0,3.26,5.11,101.79,0.64,-0.02,0.05,0.76,-0.07,-0.14,0.11,-0.81,1.15,-0.13,-0.09,-0.05,-0.38,,1476,1547,1490,1422,1481,1456,1470,1520,endOfFrame
1.48829E+12,37.30HZ ,186.51HZ ,-1,-3,106,-1,-1,0,2.5,3.25,105.89,0.6,-0.01,0.04,0.8,-0.07,-0.12,0.01,-0.69,1.23,-0.11,0.06,-0.04,-0.06,,1476,1490,1490,1445,1481,1462,1511,1476,endOfFrame
1.48829E+12,37.29HZ ,186.44HZ ,-1,-1,106,-1,-1,0,2.22,3.83,103.92,0.61,-0.01,0.03,0.79,-0.05,-0.15,0.03,-0.71,1.22,-0.08,-0.17,-0.16,0.34,,1529,1490,1426,1476,1446,1518,1513,1476,endOfFrame
1.48829E+12,37.21HZ ,186.05HZ ,-1,-1,106,-1,-1,0,2.84,3.85,99.55,0.64,-0.01,0.04,0.76,-0.07,-0.09,0.11,-0.81,1.15,-0.12,0.05,0.03,0.09,,1500,1490,1490,1476,1450,1490,1521,1476,endOfFrame
1.48829E+12,37.33HZ ,186.63HZ ,-1,-1,106,-1,-1,0,1.13,2.65,100.73,0.64,-0.01,0.02,0.77,-0.04,-0.06,0.1,-0.8,1.16,-0.06,-0.04,-0.04,-0.14,,1476,1523,1490,1442,1481,1468,1490,1503,endOfFrame
1.48829E+12,37.30HZ ,186.49HZ ,-1,-1,106,-1,-1,0,0.45,1.67,104.72,0.61,-0.01,0.01,0.79,-0.03,-0.05,0.02,-0.71,1.22,-0.03,0.13,0.07,-0.04,,1476,1490,1490,1476,1460,1453,1521,1501,endOfFrame
1.48829E+12,37.21HZ ,186.03HZ ,-1,-1,106,-1,-1,0,-1.32,1.28,104.72,0.61,-0.01,0,0.79,0,-0.04,0.02,-0.7,1.23,0,-0.03,-0.01,0.06,,1499,1490,1463,1476,1457,1490,1511,1476,endOfFrame
1.48829E+12,37.15HZ ,185.73HZ ,-1,-1,106,-1,-1,0,-0.63,1.22,103.66,0.62,-0.01,0,0.79,0,-0.04,0.04,-0.73,1.21,0,-0.03,-0.05,-0.02,,1497,1514,1468,1451,1481,1490,1490,1476,endOfFrame
1.48829E+12,37.28HZ ,186.42HZ ,-1,-1,106,-1,-1,0,-0.5,0.57,104.76,0.61,-0.01,0,0.79,-0.01,-0.04,0.03,-0.72,1.22,-0.01,0.04,0.06,-0.01,,1476,1490,1490,1476,1457,1465,1513,1500,endOfFrame
1.48829E+12,37.20HZ ,185.98HZ ,-1,-1,35,-1,-1,0,0.1,0.02,105.41,0.61,0,0,0.79,-0.01,0.01,-1.75,-0.7,1.23,0.01,-0.13,0.12,-1.02,,1404,1593,1535,1397,1521,1405,1423,1585,endOfFrame
1.48829E+12,37.30HZ ,186.49HZ ,-1,-1,0,0,0,0,-0.18,-0.73,101.8,0.61,0.01,0,0.79,-0.04,0,-1.58,0,0,0,-0.07,0.2,-0.46,,1420,1525,1522,1476,1481,1457,1454,1531,endOfFrame
1.48829E+12,37.55HZ ,187.74HZ ,-1,-1,-1,0,-1,0,2.52,1.14,84.11,0.72,0,0.01,0.7,-0.03,-0.02,-1.41,-1,-0.03,-0.01,-0.41,-0.17,0.36,,1526,1490,1423,1476,1442,1567,1465,1476,endOfFrame
1.48829E+12,37.36HZ ,186.82HZ ,-1,-1,-1,0,-1,0,6.65,4.83,62.29,0.84,0.03,0.07,0.54,-0.08,-0.14,-1.09,-0.91,-0.42,-0.02,0.13,0.09,0.47,,1519,1427,1490,1500,1426,1521,1528,1476,endOfFrame
1.48829E+12,37.35HZ ,186.76HZ ,-1,-1,-1,0,-1,0,1.26,3.5,42.99,0.92,0,0.03,0.38,-0.02,-0.08,-0.78,-0.7,-0.71,-0.02,-0.04,-0.02,0.23,,1503,1461,1490,1476,1455,1528,1490,1476,endOfFrame
1.48829E+12,37.17HZ ,185.83HZ ,-1,-1,-1,0,-1,0,2.15,4.25,34.64,0.95,0.01,0.04,0.3,-0.03,-0.09,-0.61,-0.57,-0.82,-0.01,-0.05,-0.01,-0.3,,1476,1490,1524,1448,1481,1490,1444,1504,endOfFrame
1.48829E+12,37.17HZ ,185.85HZ ,-1,-1,-1,0,-1,0,-0.76,2.71,32.99,0.96,-0.01,0.02,0.28,0,-0.05,-0.59,-0.54,-0.84,-0.04,0.23,0.04,-0.28,,1476,1469,1553,1447,1481,1463,1490,1500,endOfFrame
1.48829E+12,37.29HZ ,186.46HZ ,-1,-1,0,0,-1,0,-1.48,1.03,32.29,0.96,-0.02,0.01,0.29,0.02,-0.03,-0.66,-0.55,-0.84,-0.04,-0.09,0.05,0,,1476,1490,1490,1476,1481,1516,1465,1476,endOfFrame
1.48829E+12,37.51HZ ,187.53HZ ,-1,-1,0,0,-1,0,-0.14,-0.74,25.58,0.97,0,0,0.25,-0.01,-0.01,-0.5,-0.49,-0.87,-0.01,0.08,0.07,0.21,,1476,1446,1490,1476,1455,1514,1490,1476,endOfFrame
1.48829E+12,37.49HZ ,187.47HZ ,-1,-1,-4,0,-1,0,-2.7,-1.14,15.12,0.99,-0.01,-0.01,0.16,0,0.02,-0.47,-0.32,-0.95,-0.02,0.09,-0.01,0.2,,1476,1448,1490,1476,1481,1515,1490,1476,endOfFrame
1.48829E+12,37.37HZ ,186.86HZ ,0,-1,0,0,-1,0,-1.42,-1.04,6.4,1,-0.02,-0.01,0.07,0.03,0,-0.15,-0.15,-0.99,-0.03,0.09,0.03,0.35,,1498,1436,1490,1503,1457,1524,1490,1448,endOfFrame
1.48829E+12,37.83HZ ,189.13HZ ,0,-1,0,0,-1,0,-1.87,1.38,3.43,1,-0.01,0,0.03,0.03,-0.03,-0.06,-0.06,-1,-0.03,-0.04,-0.36,-0.31,,1476,1490,1518,1421,1542,1490,1435,1476,endOfFrame
1.48829E+12,37.82HZ ,189.10HZ ,0,-1,0,0,0,0,-0.76,4.19,7.15,1,-0.01,0.04,0.05,0.02,-0.09,-0.11,0,0,0,-0.16,-0.06,-0.46,,1444,1541,1490,1440,1516,1490,1438,1507,endOfFrame
1.48829E+12,38.46HZ ,192.31HZ ,0,-1,0,0,-1,0,2.03,3.9,14.96,0.99,0.01,0.04,0.13,-0.03,-0.09,-0.25,-0.25,-0.97,0.02,0.01,-0.11,-0.43,,1456,1490,1538,1433,1523,1490,1437,1496,endOfFrame
1.48829E+12,37.68HZ ,188.40HZ ,0,-1,0,0,-1,0,0.43,4.64,15.66,0.99,0,0.04,0.14,0,-0.1,-0.27,-0.27,-0.96,-0.01,-0.15,-0.17,0.19,,1502,1490,1490,1476,1481,1542,1465,1449,endOfFrame
1.48829E+12,37.84HZ ,189.20HZ ,0,-1,0,0,-1,0,1.97,2.79,6.42,0.99,0.01,0.04,0.1,-0.02,-0.1,-0.19,-0.19,-0.98,0.01,-0.12,0.22,0.32,,1476,1452,1490,1526,1433,1538,1490,1476,endOfFrame
1.48829E+12,37.63HZ ,188.16HZ ,0,0,0,-1,-1,0,0.09,1.05,-1.15,1,0.01,0.01,0.01,-0.12,0.11,-0.03,-1.02,-0.98,0.01,-0.23,0.05,-0.02,,1476,1490,1490,1476,1457,1533,1443,1501,endOfFrame
1.48829E+12,37.99HZ ,189.95HZ ,0,0,0,-1,-1,0,1.38,-1.14,0.81,1,0.01,0,-0.01,-0.01,0,0.01,-0.99,-1.01,0.01,-0.16,0.01,-0.61,,1439,1526,1542,1423,1507,1490,1405,1539,endOfFrame
1.48829E+12,38.14HZ ,190.70HZ ,0,0,0,-1,-1,0,2,-1.85,10.08,1,0.02,-0.02,0.07,-0.04,0.04,-0.13,-1.12,-0.86,0.08,-0.06,-0.14,-0.58,,1476,1519,1542,1406,1520,1490,1415,1523,endOfFrame
1.48829E+12,38.07HZ ,190.36HZ ,0,0,0,-1,-1,0,1.83,-0.18,16.17,0.99,0.02,0,0.14,-0.03,0,-0.28,-1.24,-0.68,0.03,0.13,-0.05,0.14,,1513,1448,1510,1476,1460,1490,1490,1476,endOfFrame
1.48829E+12,37.72HZ ,188.61HZ ,0,0,0,-1,-1,0,2.9,2.19,8.11,1,0.02,0.02,0.08,-0.04,-0.04,-0.16,-1.15,-0.83,0,-0.13,-0.17,0.41,,1537,1456,1462,1476,1447,1558,1490,1448,endOfFrame
1.48829E+12,38.15HZ ,190.74HZ ,0,0,0,-1,-1,0,3.2,3.35,-0.87,1,0.03,0.03,-0.01,-0.06,-0.06,0.01,-0.99,-1.01,0,0.27,-0.02,0.41,,1528,1410,1490,1476,1447,1517,1522,1449,endOfFrame
1.48829E+12,37.88HZ ,189.42HZ ,0,0,0,-1,-1,0,-0.26,4.64,-4.11,1,0.01,0.03,-0.03,-0.02,-0.07,0.07,-0.93,-1.07,-0.05,0.03,-0.17,-0.22,,1476,1490,1529,1429,1502,1490,1449,1476,endOfFrame
1.48829E+12,38.19HZ ,190.96HZ ,0,0,0,-1,-1,0,0.65,4.72,3.11,1,0,0.04,0,0,-0.09,0.01,-0.99,-1.01,-0.08,0,-0.09,-0.4,,1476,1490,1540,1423,1504,1490,1435,1508,endOfFrame
1.48829E+12,37.96HZ ,189.78HZ ,0,0,0,-1,-1,0,1.3,4.44,9.92,1,0.01,0.04,0.07,-0.01,-0.08,-0.15,-1.13,-0.84,-0.07,-0.05,0.12,-0.02,,1476,1490,1512,1476,1451,1511,1467,1506,endOfFrame
1.48829E+12,38.16HZ ,190.80HZ ,0,0,0,-1,-1,0,0.48,4.98,7.55,1,0,0.04,0.07,-0.01,-0.08,-0.15,-1.13,-0.84,-0.08,0.04,-0.07,0.27,,1519,1448,1490,1476,1451,1529,1490,1476,endOfFrame
1.48829E+12,38.14HZ ,190.71HZ ,0,0,0,-1,-1,0,-0.71,3.19,2.22,1,-0.01,0.03,0.03,0.01,-0.07,-0.05,-1.05,-0.95,-0.08,0.07,0.13,0.2,,1476,1443,1490,1476,1439,1517,1490,1476,endOfFrame
1.48829E+12,38.15HZ ,190.74HZ ,0,0,0,-1,-1,0,-1.14,0.59,0.53,1,-0.01,0.01,0,0.02,-0.01,-0.01,-1.01,-0.99,-0.03,-0.04,0.12,-0.13,,1476,1490,1522,1476,1481,1490,1457,1511,endOfFrame
1.48829E+12,37.76HZ ,188.80HZ ,-3,0,0,-1,-1,0,-0.98,-0.81,3.55,1,-0.01,-0.01,0.03,-0.04,0.02,-0.06,-1.06,-0.94,0,-0.04,-0.02,-0.21,,1476,1490,1523,1444,1481,1490,1447,1505,endOfFrame
1.48829E+12,37.83HZ ,189.17HZ ,-3,0,0,-1,-1,0,-0.87,-1.44,5.88,1,-0.01,-0.01,0.05,-0.03,0.02,-0.09,-1.09,-0.91,0.01,-0.03,-0.04,-0.08,,1476,1490,1514,1451,1481,1490,1457,1476,endOfFrame
1.48829E+12,37.76HZ ,188.81HZ ,0,0,0,-1,-1,0,-0.49,-0.92,4.29,1,0,-0.01,0.05,0.01,0.02,-0.09,-1.09,-0.9,0.01,0.07,-0.09,0.08,,1508,1457,1510,1455,1481,1513,1490,1476,endOfFrame
1.48829E+12,38.00HZ ,190.01HZ ,0,0,0,-1,-1,0,-1.09,0.85,2.05,1,-0.01,0,0.02,0.02,0,-0.05,-1.05,-0.95,-0.02,-0.02,-0.07,0.01,,1497,1470,1490,1455,1481,1517,1464,1476,endOfFrame
1.48829E+12,38.05HZ ,190.25HZ ,0,0,0,-1,-1,0,-0.67,1.63,2.31,1,-0.01,0.01,0.02,0.01,-0.02,-0.03,-1.03,-0.97,-0.04,0,-0.07,-0.06,,1476,1490,1516,1449,1481,1510,1461,1476,endOfFrame
1.48829E+12,38.14HZ ,190.70HZ ,0,0,0,-1,-1,0,0.43,3.28,4.55,1,0,0.03,0.04,-0.01,-0.17,-0.07,-1.07,-0.93,-0.05,-0.08,-0.09,-0.15,,1476,1490,1513,1441,1481,1512,1446,1476,endOfFrame
1.48829E+12,38.05HZ ,190.23HZ ,0,0,0,-1,-1,0,0.79,4.04,5.36,1,0,0.04,0.05,-0.01,-0.07,-0.09,-1.09,-0.9,-0.06,-0.02,-0.06,-0.07,,1476,1490,1514,1449,1481,1511,1459,1476,endOfFrame
1.48829E+12,38.13HZ ,190.64HZ ,0,0,0,-1,-1,0,1.08,3.59,4.05,1,0.01,0.03,0.04,-0.02,-0.06,-0.07,-1.07,-0.93,-0.05,-0.08,0.05,0.15,,1476,1463,1490,1476,1447,1530,1490,1476,endOfFrame
1.48829E+12,38.08HZ ,190.38HZ ,0,0,0,-1,-1,0,1.68,2.42,3.05,1,0.01,0.03,0.03,-0.03,-0.06,-0.06,-1.05,-0.94,-0.03,0.14,0.09,0.03,,1476,1448,1527,1476,1458,1490,1490,1476,endOfFrame
1.48829E+12,38.11HZ ,190.57HZ ,0,0,0,-1,-1,0,1.59,0.93,4.77,1,0.01,0.01,0.03,-0.03,-0.03,-0.07,-1.06,-0.93,0,-0.11,-0.03,-0.29,,1476,1490,1521,1439,1481,1490,1433,1512,endOfFrame
