时间,外环频率,内环频率,遥控滚转,遥控俯仰,遥控偏航,遥控x,遥控y,遥控z,姿态x,姿态y,姿态z,q0,q1,q2,q3,外环输出x,外环输出y,外环输出z,力x,力y,力z,力矩x,力矩y,力矩z,--,电机1,电机2,电机3,电机4,电机5,电机6,电机7,电机8,
1.48829E+12,38.12HZ ,190.59HZ ,0,0,0,-1,-1,0,2.14,-0.41,7.3,1,0.02,0,0.06,-0.04,0,-0.12,-1.11,-0.88,0.04,0,-0.01,-0.12,,1476,1490,1520,1450,1481,1490,1459,1501,endOfFrame
1.48829E+12,37.98HZ ,189.91HZ ,0,0,0,-1,-1,0,1.62,-0.29,7.04,1,0.01,0,0.07,-0.03,0,-0.13,-1.12,-0.86,0.03,-0.08,-0.02,0.12,,1502,1467,1490,1476,1456,1528,1468,1476,endOfFrame
1.48829E+12,38.02HZ ,190.12HZ ,0,0,0,-1,-1,0,1.9,-0.04,3.05,1,0.02,0,0.03,-0.03,0,-0.06,-1.06,-0.93,0.03,0.09,-0.05,0.03,,1501,1457,1517,1456,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.06HZ ,190.29HZ ,0,0,0,-1,-1,0,-0.38,1.44,2.09,1,0,0.01,0.02,0.01,-0.02,-0.04,-1.03,-0.96,-0.03,-0.08,-0.08,-0.09,,1476,1490,1510,1449,1481,1516,1451,1476,endOfFrame
1.48829E+12,38.11HZ ,190.53HZ ,0,0,0,-1,-1,0,0.55,1.78,3.82,1,0,0.02,0.03,-0.01,-0.03,-0.07,-1.06,-0.93,-0.02,0.06,-0.08,-0.16,,1476,1490,1527,1439,1481,1490,1459,1476,endOfFrame
1.48829E+12,38.12HZ ,190.60HZ ,0,0,0,-1,-1,0,-0.28,3.71,4.81,1,0,0.02,0.04,0,-0.05,-0.08,-1.07,-0.92,-0.05,-0.01,-0.03,0.02,,1476,1468,1490,1476,1481,1516,1468,1476,endOfFrame
1.48829E+12,38.15HZ ,190.73HZ ,0,0,0,-1,-1,0,-0.73,3.62,3.24,1,0,0.03,0.04,0.01,-0.06,-0.07,-1.07,-0.93,-0.07,-0.04,-0.07,0.03,,1498,1490,1490,1455,1481,1521,1465,1476,endOfFrame
1.48829E+12,38.13HZ ,190.64HZ ,0,0,0,-1,-1,0,-0.7,3.05,1.9,1,-0.01,0.03,0.02,0.01,-0.06,-0.04,-1.04,-0.96,-0.07,0.01,0.02,-0.09,,1476,1490,1521,1455,1481,1490,1463,1497,endOfFrame
1.48829E+12,37.75HZ ,188.74HZ ,0,0,-1,-1,-1,0,-0.97,2.05,1.65,1,-0.01,0.02,0.01,0.02,-0.04,-0.05,-1.03,-0.97,-0.06,-0.03,0.07,-0.05,,1476,1490,1516,1476,1481,1510,1463,1500,endOfFrame
1.48829E+12,37.74HZ ,188.69HZ ,0,0,-1,-1,-1,0,-0.51,0.44,2.63,1,0,0.01,0.02,0.01,-0.01,-0.06,-1.04,-0.96,-0.02,0.02,0.01,-0.13,,1476,1490,1525,1451,1481,1490,1460,1499,endOfFrame
1.48829E+12,37.74HZ ,188.69HZ ,0,0,-1,-1,-1,0,-0.49,-0.05,4.13,1,0,0,0.03,0.01,0,-0.09,-1.07,-0.93,-0.01,-0.01,0.09,-0.07,,1476,1490,1519,1476,1461,1490,1463,1505,endOfFrame
1.48829E+12,37.69HZ ,188.45HZ ,2,0,-1,-1,0,0,0.22,-0.43,3.32,1,0,0,0.03,0.03,0.01,-0.08,-1,0.06,0.01,0.03,-0.04,0.09,,1506,1490,1490,1476,1461,1490,1490,1476,endOfFrame
1.48829E+12,37.40HZ ,187.01HZ ,2,0,-1,-1,-1,0,0.54,0.29,1.07,1,0,0,0.01,0.03,-0.01,-0.04,-1.02,-0.98,0,0.09,0,0.15,,1503,1447,1511,1476,1459,1514,1490,1476,endOfFrame
1.48829E+12,37.54HZ ,187.69HZ ,2,0,-1,0,-1,0,0.23,1.3,-0.84,1,0,0.01,0,0.03,-0.02,-0.01,0,-1,0.01,0,-0.11,0,,1476,1490,1490,1476,1481,1511,1469,1476,endOfFrame
1.48829E+12,37.15HZ ,185.74HZ ,2,0,-1,0,-1,0,0.8,2.53,-0.6,1,0,0.02,-0.01,0.03,-0.04,0,0.02,-1,0.01,-0.05,-0.04,-0.08,,1476,1490,1490,1476,1481,1490,1459,1476,endOfFrame
1.48829E+12,37.47HZ ,187.35HZ ,2,0,0,0,-1,0,2.18,2.9,1.54,1,0.01,0.03,0,0.01,-0.05,-0.01,-0.01,-1,0.03,0.02,-0.09,0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,37.86HZ ,189.30HZ ,2,-1,0,0,-1,0,2.86,2.52,4.64,1,0.02,0.03,0.03,-0.02,-0.17,-0.06,-0.06,-1,0.04,-0.06,-0.06,-0.24,,1476,1490,1518,1476,1507,1490,1445,1476,endOfFrame
1.48829E+12,37.92HZ ,189.61HZ ,2,-1,0,0,0,0,3.14,1.56,8.21,1,0.03,0.02,0.06,-0.02,-0.05,-0.13,0,0,0,-0.07,0.06,-0.22,,1452,1512,1490,1476,1481,1490,1467,1499,endOfFrame
1.48829E+12,38.16HZ ,190.82HZ ,2,-1,0,0,0,0,3.32,-0.16,10.71,1,0.03,0,0.09,-0.03,-0.03,-0.18,0,0,0,0,0.07,-0.18,,1456,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.12HZ ,190.58HZ ,2,-1,0,0,0,0,3.35,-1.36,10.82,0.99,0.03,-0.01,0.1,-0.03,0,-0.19,0,0,0,-0.05,0.08,-0.03,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.11HZ ,190.54HZ ,2,-1,0,0,0,0,3.9,-2.3,9.15,1,0.03,-0.01,0.09,-0.04,0.01,-0.18,0,0,0,0.03,-0.01,-0.01,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.04HZ ,190.21HZ ,2,-1,0,0,0,0,3.01,-1.04,7.49,1,0.03,-0.01,0.07,-0.03,0.01,-0.14,0,0,0,0,-0.05,0.02,,1476,1490,1490,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,38.26HZ ,191.30HZ ,0,-1,0,0,0,1,3.29,-0.19,5.65,1,0.03,0,0.06,-0.05,-0.01,-0.11,0.01,0.05,1,-0.06,-0.06,0.04,,1497,1490,1464,1476,1481,1490,1490,1476,endOfFrame
1.48829E+12,37.92HZ ,189.62HZ ,0,-1,0,0,0,2,3.44,1.6,3.77,1,0.03,0.01,0.04,-0.06,-0.04,-0.07,-0.04,0.12,2,0.04,-0.12,0.05,,1521,1460,1458,1476,1515,1463,1470,1476,endOfFrame
1.48829E+12,37.92HZ ,189.59HZ ,0,-1,0,0,0,3,2.59,2.25,2.96,1,0.03,0.02,0.02,-0.05,-0.06,-0.05,-0.11,0.15,2.99,-0.01,-0.11,-0.11,,1521,1463,1451,1476,1537,1442,1440,1516,endOfFrame
1.48829E+12,37.95HZ ,189.76HZ ,0,-1,0,0,0,4,2.71,2.17,4.45,1,0.02,0.02,0.04,-0.04,-0.06,-0.07,-0.16,0.18,3.99,0.04,0.16,0.06,,1523,1425,1437,1545,1511,1429,1451,1544,endOfFrame
1.48829E+12,37.74HZ ,188.71HZ ,0,-1,0,0,0,5,2.77,2.3,2.2,1,0.02,0.02,0.02,-0.05,-0.06,-0.04,-0.19,0.24,4.99,-0.29,-0.07,0.07,,1552,1452,1383,1544,1538,1455,1400,1543,endOfFrame
1.48829E+12,37.95HZ ,189.74HZ ,0,-1,0,0,0,5,4.41,-1.22,1.04,1,0.04,-0.01,0.01,-0.08,0,-0.02,0.11,0.38,4.98,0.27,0.22,-0.42,,1497,1428,1490,1527,1564,1351,1432,1588,endOfFrame
1.48829E+12,37.91HZ ,189.55HZ ,0,-1,0,-1,0,6,2.56,0.7,2.04,1,0.01,-0.01,0.03,-0.02,0,-0.06,-0.87,0.19,6.02,-0.49,0.02,0.6,,1602,1412,1317,1599,1481,1490,1403,1545,endOfFrame
1.48829E+12,37.93HZ ,189.65HZ ,0,-1,0,-1,0,6,5.82,-3.18,-5.78,1,0.06,-0.02,-0.04,-0.12,0.02,0.07,-0.79,0.63,6,0.15,0.01,-0.43,,1545,1432,1448,1505,1578,1354,1401,1603,endOfFrame
1.48829E+12,37.45HZ ,187.27HZ ,0,-1,0,-1,0,6,1.9,-1.04,7.67,1,0.02,-0.01,0.02,-0.04,0.01,-0.04,-0.85,0.27,6.02,0.12,0.19,-0.54,,1518,1432,1464,1516,1568,1351,1387,1629,endOfFrame
1.48829E+12,37.54HZ ,187.71HZ ,0,-1,-1,0,0,6,1.71,-3.37,4.33,1,0.01,-0.03,0.08,-0.03,0.04,-0.18,0.38,0.12,5.99,-0.27,-0.04,0.89,,1611,1376,1312,1631,1481,1490,1450,1476,endOfFrame
1.48829E+12,37.46HZ ,187.30HZ ,0,-1,-1,0,0,7,5.77,4.59,-10.72,0.99,0.05,0.02,-0.1,-0.1,-0.07,0.18,-0.39,0.64,6.96,-0.1,-0.2,-0.69,,1546,1490,1421,1476,1632,1351,1340,1613,endOfFrame
1.48829E+12,37.46HZ ,187.32HZ ,0,-1,0,0,0,8,0.19,2.05,9.44,1,0.02,0.02,0.06,-0.03,-0.07,-0.12,-0.37,0.27,7.99,0.67,0.1,-0.8,,1541,1374,1490,1509,1646,1251,1396,1642,endOfFrame
1.48829E+12,37.87HZ ,189.37HZ ,0,-1,0,0,0,8,-1.69,2.85,4.94,1,-0.02,0.02,0.06,0.04,-0.06,-0.11,-0.38,-0.31,7.99,-0.88,0,1.34,,1663,1365,1203,1699,1481,1575,1384,1514,endOfFrame
1.48829E+12,37.71HZ ,188.55HZ ,0,-1,0,0,0,9,11.05,4.29,-11.41,0.99,0.1,0.03,-0.1,-0.2,-0.07,0.21,-0.67,1.72,8.83,-0.1,-0.11,-0.05,,1620,1416,1333,1561,1591,1352,1382,1610,endOfFrame
1.48829E+12,37.40HZ ,187.02HZ ,0,-1,-1,0,0,9,0.75,3.8,1.24,0.99,0.08,0.03,-0.07,-0.15,-0.08,0.12,-0.65,1.35,8.87,0.61,-0.06,-0.78,,1580,1389,1465,1497,1661,1232,1394,1648,endOfFrame
1.48829E+12,37.43HZ ,187.15HZ ,0,-1,5,0,0,9,2.42,3.02,2.74,1,-0.02,0.04,0.06,0.04,-0.09,-0.03,-0.69,-0.33,8.98,-0.38,0.26,0.91,,1637,1324,1280,1688,1481,1490,1394,1578,endOfFrame
1.48829E+12,37.46HZ ,187.32HZ ,0,-1,5,0,0,9,-0.14,1.69,-4.21,1,0.03,0.01,-0.05,-0.06,-0.03,0.19,-0.13,0.54,9,0.76,-0.07,-0.78,,1571,1361,1490,1507,1681,1227,1395,1632,endOfFrame
1.48829E+12,37.38HZ ,186.88HZ ,0,-1,5,0,0,9,-10.54,3.4,16.62,0.99,-0.08,0.02,0.09,0.15,-0.07,-0.1,-0.53,-1.33,8.91,0.21,-0.04,-0.92,,1541,1390,1490,1516,1674,1310,1295,1656,endOfFrame
1.48829E+12,37.28HZ ,186.39HZ ,0,-1,3,0,0,9,-8.37,2.92,18.52,0.98,-0.09,0.01,0.19,0.18,-0.04,-0.32,-0.5,-1.6,8.87,-0.34,-0.11,0.61,,1643,1331,1320,1636,1556,1490,1345,1550,endOfFrame
1.48829E+12,37.43HZ ,187.13HZ ,0,-1,3,0,0,9,-2.41,3.5,1.39,1,-0.02,0.03,0.03,0.05,-0.08,-0.01,-0.56,-0.43,8.98,-0.06,-0.09,0.4,,1641,1337,1342,1610,1572,1416,1379,1568,endOfFrame
1.48829E+12,37.38HZ ,186.89HZ ,-7,-1,12,0,0,9,-4.3,2.17,0.32,1,-0.03,0.02,0,-0.18,-0.1,0.28,-0.35,-0.6,8.97,0.11,-0.16,-0.08,,1612,1355,1394,1569,1622,1369,1356,1588,endOfFrame
1.48829E+12,37.18HZ ,185.92HZ ,-19,-1,7,0,0,8,-5.99,3.74,1.72,1,-0.05,0.03,0.02,-0.23,-0.1,0.07,-0.51,-0.83,7.94,-0.13,-0.07,0.17,,1604,1368,1373,1586,1574,1428,1361,1572,endOfFrame
1.48829E+12,37.19HZ ,185.94HZ ,-23,-10,20,-1,0,8,-8.01,4.39,-0.59,1,-0.07,0.04,0,-0.21,-0.4,0.27,-1.61,-1.11,7.82,0.11,-0.36,0.07,,1649,1349,1408,1523,1596,1417,1362,1561,endOfFrame
1.48829E+12,37.25HZ ,186.27HZ ,-34,-7,16,-1,0,8,-13.79,4.65,6.12,0.99,-0.1,0.04,0.02,-0.38,-0.28,0.15,-1.67,-1.55,7.73,-0.12,-0.11,-0.16,,1599,1375,1419,1537,1581,1425,1322,1607,endOfFrame
1.48829E+12,37.23HZ ,186.13HZ ,0,-7,2,0,0,8,-12.8,5.02,5.62,0.99,-0.13,0.04,0.07,0.33,-0.16,-0.28,-0.7,-1.94,7.73,-0.09,-0.09,0.43,,1621,1326,1381,1602,1556,1468,1366,1545,endOfFrame
1.48829E+12,37.27HZ ,186.33HZ ,-11,-7,2,-1,0,8,-11.29,5.77,2.52,0.99,-0.1,0.04,0.02,0,-0.21,-0.03,-1.69,-1.5,7.74,0.24,-0.16,-0.36,,1600,1356,1467,1507,1610,1375,1343,1607,endOfFrame
1.48829E+12,37.10HZ ,185.48HZ ,-19,-7,6,-1,0,8,-12.16,9.5,10.58,0.99,-0.11,0.06,0.09,-0.04,-0.25,-0.11,-2.15,-1.53,7.62,-0.22,-0.29,0.2,,1648,1363,1381,1538,1559,1470,1333,1572,endOfFrame
1.48829E+12,37.25HZ ,186.23HZ ,0,-7,6,-1,0,8,-10.93,5.5,2.44,0.99,-0.1,0.06,0.05,0.19,-0.24,-0.01,-1.97,-1.37,7.7,0.17,-0.08,0.38,,1650,1308,1408,1565,1540,1434,1394,1568,endOfFrame
1.48829E+12,37.71HZ ,188.54HZ ,0,-3,0,-1,0,9,-8.31,8.46,5.69,0.99,-0.08,0.06,0.03,0.16,-0.17,-0.07,-2.11,-1.38,8.7,-0.14,-0.37,-0.63,,1612,1407,1430,1476,1645,1386,1266,1638,endOfFrame
1.48829E+12,37.81HZ ,189.07HZ ,0,-7,0,-1,0,10,-3.52,10.83,9.8,0.99,-0.04,0.09,0.09,0.08,-0.31,-0.19,-2.89,-0.5,9.62,-0.08,-0.3,0.6,,1727,1308,1324,1570,1543,1443,1365,1584,endOfFrame
1.48829E+12,37.67HZ ,188.37HZ ,0,-19,0,-1,0,10,-0.93,7.96,1.78,1,-0.01,0.07,0.02,0.01,-0.47,-0.04,-2.39,-0.14,9.76,-0.24,-0.37,0.02,,1682,1376,1337,1534,1598,1408,1311,1618,endOfFrame
1.48829E+12,37.55HZ ,187.75HZ ,0,-19,0,0,0,10,0.16,8.59,4.45,1,0,0.07,0.04,-0.01,-0.48,-0.08,-1.49,0.03,9.89,-0.14,-0.13,-0.24,,1628,1385,1363,1555,1613,1363,1314,1645,endOfFrame
1.48829E+12,37.68HZ ,188.40HZ ,0,-19,0,0,0,10,3.81,7.68,4.46,1,0.02,0.07,0.05,-0.05,-0.47,-0.09,-1.43,0.43,9.89,-0.27,-0.03,0.12,,1641,1377,1319,1594,1572,1392,1337,1633,endOfFrame
1.48829E+12,37.83HZ ,189.16HZ ,0,-19,0,0,0,10,5.97,7.27,-0.73,1,0.05,0.06,0.01,-0.09,-0.45,0,-1.25,0.94,9.88,-0.05,-0.31,0.09,,1672,1374,1325,1558,1609,1365,1361,1600,endOfFrame
1.48829E+12,37.73HZ ,188.65HZ ,0,-23,0,0,0,10,8.03,7.69,0.02,1,0.06,0.07,-0.01,-0.11,-0.53,0.05,-1.39,1.19,9.83,-0.05,-0.32,0.01,,1671,1385,1327,1547,1611,1357,1359,1608,endOfFrame
1.48829E+12,37.27HZ ,186.34HZ ,-4,-27,19,0,0,10,8,4.71,-0.02,1,0.07,0.05,0,-0.14,-0.54,0.4,-1,1.37,9.86,-0.22,-0.06,0.23,,1650,1383,1296,1601,1571,1377,1370,1617,endOfFrame
1.48829E+12,37.08HZ ,185.39HZ ,-8,-34,15,0,0,10,10.1,2.66,0.34,1,0.09,0.02,0,-0.22,-0.62,0.27,-0.48,1.73,9.84,0,-0.54,0.05,,1683,1398,1309,1540,1646,1346,1375,1568,endOfFrame
1.48829E+12,37.22HZ ,186.09HZ ,-33,-24,20,0,0,9,12.16,0,1.85,0.99,0.1,0.01,0.02,-0.81,-0.33,0.22,-0.15,1.83,8.81,-0.32,0.08,0.21,,1605,1418,1292,1615,1555,1384,1389,1607,endOfFrame
1.48829E+12,37.17HZ ,185.87HZ ,-39,-19,35,0,0,9,7.36,-4.47,-0.12,1,0.07,-0.04,0,-0.65,-0.4,0.5,0.63,1.27,8.89,-0.13,-0.12,0.19,,1613,1399,1312,1606,1600,1374,1394,1567,endOfFrame
1.48829E+12,37.17HZ ,185.83HZ ,-16,-13,16,0,0,9,7.5,-4.47,2.96,1,0.06,-0.04,0.02,-0.42,-0.1,-0.05,0.7,1.09,8.91,-0.64,0.05,-0.31,,1543,1490,1306,1602,1609,1386,1307,1633,endOfFrame
1.48829E+12,37.12HZ ,185.62HZ ,0,-7,23,0,0,10,9.97,-8.66,6.55,0.99,0.09,-0.07,0.06,-0.12,0.07,0.4,1.5,1.72,9.74,0.08,0.12,0.47,,1612,1352,1296,1670,1587,1342,1443,1563,endOfFrame
1.48829E+12,37.29HZ ,186.44HZ ,9,3,23,0,0,9,9.01,-4.02,-1.93,0.99,0.07,-0.06,0.03,0.06,0.31,0.3,1.14,1.3,8.83,-0.51,0.01,0.49,,1601,1415,1254,1659,1564,1427,1385,1558,endOfFrame
1.48829E+12,37.09HZ ,185.46HZ ,54,-4,23,0,0,10,20.56,-8.26,4.34,0.99,0.13,-0.05,-0.01,0.68,0.26,0.34,0.88,2.62,9.61,0.05,0.14,-0.45,,1556,1437,1350,1588,1634,1265,1388,1648,endOfFrame
1.48829E+12,37.19HZ ,185.96HZ ,35,-4,19,0,0,10,24.67,-6.91,7.13,0.97,0.21,-0.07,0.09,0.16,0.17,0.11,1.75,3.86,9.06,-0.29,-0.28,0.86,,1667,1421,1188,1654,1573,1387,1490,1502,endOfFrame
1.48829E+12,37.09HZ ,185.46HZ ,0,-4,22,0,0,10,29.04,-0.68,-1.2,0.97,0.25,-0.01,0,-0.47,0.04,0.38,0.18,4.76,8.79,-0.29,0.01,-0.13,,1596,1490,1264,1573,1580,1301,1422,1632,endOfFrame
1.48829E+12,37.42HZ ,187.08HZ ,0,-4,28,0,0,10,23.31,-8.22,4.61,0.97,0.22,-0.05,0.04,-0.39,0.18,0.51,1.05,4.32,8.96,0.04,0.21,0.15,,1589,1433,1283,1625,1569,1285,1490,1607,endOfFrame
1.48829E+12,37.40HZ ,186.99HZ ,-6,-4,28,0,0,10,22.03,-7.4,2.81,0.98,0.19,-0.06,0.04,-0.42,0.13,0.41,1.42,3.59,9.23,-0.42,0.01,0.37,,1606,1453,1224,1647,1574,1360,1423,1577,endOfFrame
1.48829E+12,37.10HZ ,185.50HZ ,-1,-6,32,0,0,10,22.37,-8.21,3.91,0.98,0.2,-0.06,0.04,-0.27,0.15,0.47,1.25,3.89,9.14,0.25,0.2,-0.04,,1578,1417,1322,1613,1597,1256,1490,1611,endOfFrame
1.48829E+12,37.17HZ ,185.87HZ ,-7,-6,31,0,0,10,20.92,-10.44,6.23,0.98,0.18,-0.08,0.07,-0.4,0.13,0.41,1.84,3.43,9.22,-0.35,-0.02,0.42,,1606,1443,1227,1654,1584,1359,1432,1560,endOfFrame
1.48829E+12,37.22HZ ,186.08HZ ,-1,-7,22,0,0,11,23.99,-9.76,6.7,0.97,0.21,-0.07,0.07,-0.4,0.07,0.19,1.85,4.41,9.9,-0.06,-0.03,-0.15,,1587,1464,1270,1609,1638,1261,1429,1606,endOfFrame
1.48829E+12,37.11HZ ,185.53HZ ,6,-8,22,0,0,11,23.43,-9.16,7.87,0.97,0.21,-0.06,0.08,-0.16,0.1,0.22,1.75,4.32,9.96,-0.11,0.09,0.37,,1615,1425,1232,1659,1587,1302,1462,1583,endOfFrame
1.48829E+12,37.01HZ ,185.03HZ ,41,-8,22,0,0,11,24.47,-6.25,1.86,0.98,0.2,-0.06,0.06,0.48,0.19,0.24,1.53,4.27,10.02,0.07,-0.01,0.41,,1636,1404,1245,1644,1596,1291,1490,1571,endOfFrame
1.48829E+12,37.03HZ ,185.16HZ ,65,-7,22,0,0,11,34.69,-6.71,2.76,0.97,0.25,-0.04,0.02,0.64,0.24,0.26,1.03,5.35,9.55,0.05,0.17,-0.14,,1586,1466,1277,1602,1597,1237,1463,1638,endOfFrame
1.48829E+12,37.15HZ ,185.76HZ ,60,-7,18,0,0,11,42.46,-6.04,4.59,0.94,0.34,-0.05,0.06,0.38,0.19,0.14,1.47,6.99,8.37,-0.05,-0.05,0.49,,1635,1490,1199,1613,1554,1282,1543,1557,endOfFrame
1.48829E+12,37.17HZ ,185.83HZ ,32,-7,18,0,0,11,44.14,0,1.53,0.92,0.38,0,0.03,-0.37,0.05,0.28,0.31,7.73,7.83,0.06,0.09,0.33,,1631,1490,1224,1580,1523,1256,1560,1596,endOfFrame
1.48829E+12,37.15HZ ,185.75HZ ,-16,-6,18,0,0,10,37.33,0.59,-3.15,0.94,0.34,0.01,-0.02,-1.07,-0.11,0.38,-0.23,6.41,7.68,0.01,0.35,0.16,,1592,1490,1267,1589,1502,1271,1525,1637,endOfFrame
1.48829E+12,37.04HZ ,185.21HZ ,-24,-20,33,0,0,10,24.6,-4.29,-5.29,0.97,0.24,-0.04,-0.04,-0.7,-0.26,0.65,0.53,4.65,8.85,0.16,-0.21,0.19,,1647,1434,1279,1571,1598,1285,1490,1569,endOfFrame
1.48829E+12,37.12HZ ,185.58HZ ,-14,-16,29,0,0,11,19.23,-8.9,-2.7,0.98,0.16,-0.07,-0.02,-0.47,-0.05,0.54,1.54,3.58,10.3,-0.41,0.2,0.02,,1574,1459,1240,1657,1598,1314,1389,1634,endOfFrame
1.48829E+12,37.08HZ ,185.38HZ ,-4,-11,29,0,0,11,22.11,-12.31,3.48,0.98,0.19,-0.1,0.04,-0.29,0.11,0.43,2.27,4.03,10,-0.09,0.06,0.06,,1584,1444,1257,1645,1624,1281,1437,1593,endOfFrame
1.48829E+12,37.26HZ ,186.29HZ ,0,-11,29,0,0,12,19.31,-8.26,4.1,0.98,0.17,-0.07,0.05,-0.26,0.04,0.42,1.86,3.94,11.18,-0.15,-0.17,0.46,,1658,1406,1204,1662,1625,1310,1435,1565,endOfFrame
1.48829E+12,37.27HZ ,186.37HZ ,0,-7,31,-1,0,13,22.9,-5.79,2.23,0.98,0.2,-0.05,0.03,-0.32,0.12,0.59,0.31,5.07,12.01,-0.33,0.15,0.11,,1641,1444,1196,1650,1591,1270,1401,1673,endOfFrame
1.48829E+12,37.03HZ ,185.13HZ ,0,-11,25,-1,0,13,21.63,-8.67,7.45,0.98,0.19,-0.06,0.08,-0.32,0.02,0.3,0.98,4.9,12.05,-0.04,0.04,0.27,,1659,1405,1209,1657,1612,1255,1439,1629,endOfFrame
1.48829E+12,37.34HZ ,186.70HZ ,0,-7,25,0,0,13,19,-4.81,2.1,0.98,0.17,-0.05,0.06,-0.29,0.05,0.33,1.5,4.3,12.18,-0.38,0.19,0.35,,1630,1419,1180,1701,1596,1297,1405,1637,endOfFrame
1.48829E+12,37.32HZ ,186.61HZ ,0,-7,25,-1,0,13,21.95,-3.92,1.98,0.98,0.18,-0.03,0.01,-0.31,0.02,0.43,-0.15,4.6,12.2,-0.2,-0.08,-0.05,,1665,1434,1223,1609,1625,1260,1384,1666,endOfFrame
1.48829E+12,37.24HZ ,186.19HZ ,0,-7,25,-1,0,13,23.15,-6.59,5.72,0.98,0.21,-0.04,0.06,-0.37,0.05,0.33,0.37,5.33,11.89,-0.17,0.01,0.52,,1687,1407,1175,1660,1577,1284,1451,1623,endOfFrame
1.48829E+12,37.39HZ ,186.97HZ ,0,-7,25,-1,0,14,21.56,-2.62,0.35,0.98,0.18,-0.03,0.02,-0.32,0.02,0.41,-0.04,5.07,13.09,-0.37,-0.2,0.26,,1707,1430,1158,1635,1622,1282,1383,1648,endOfFrame
1.48829E+12,37.23HZ ,186.15HZ ,0,-7,25,-1,0,15,26.59,-3.95,3.86,0.97,0.22,-0.02,0.03,-0.4,0.02,0.4,-0.15,6.54,13.54,-0.38,0.14,-0.07,,1664,1466,1159,1641,1610,1216,1387,1722,endOfFrame
1.48829E+12,37.35HZ ,186.77HZ ,0,-7,25,-1,0,15,26.87,-2.31,3.72,0.97,0.23,-0.02,0.05,-0.43,0.02,0.36,-0.14,6.89,13.36,-0.13,-0.02,0.57,,1732,1408,1127,1663,1580,1239,1464,1652,endOfFrame
1.48829E+12,37.24HZ ,186.19HZ ,3,-7,25,-1,0,15,27.06,2.57,-0.93,0.97,0.23,0.02,-0.01,-0.38,-0.04,0.47,-1.58,6.71,13.36,-0.48,-0.14,0.33,,1743,1452,1118,1617,1575,1270,1398,1692,endOfFrame
1.48829E+12,37.24HZ ,186.18HZ ,3,-7,25,-1,0,15,31.02,2.25,1.13,0.96,0.27,0.02,0,-0.45,-0.03,0.45,-1.62,7.67,12.83,-0.38,0.02,0.07,,1709,1490,1141,1597,1569,1226,1418,1723,endOfFrame
1.48829E+12,37.00HZ ,184.99HZ ,26,-7,25,-1,0,15,32.74,3.22,1.65,0.96,0.28,0.03,0.01,-0.1,0.05,0.44,-1.83,8.09,12.54,-0.09,0.05,0.36,,1737,1441,1147,1604,1542,1214,1490,1699,endOfFrame
1.48829E+12,37.15HZ ,185.77HZ ,26,-8,25,-1,0,15,37.67,5.72,0.83,0.95,0.29,0.04,0,-0.13,0.02,0.47,-2.32,8.38,12.27,-0.58,0.14,0.1,,1703,1514,1120,1593,1525,1242,1420,1747,endOfFrame
1.48829E+12,37.18HZ ,185.92HZ ,22,-8,25,-1,0,15,44.81,4.78,4.08,0.93,0.35,0.05,0,-0.32,0.02,0.46,-2.33,9.87,11.1,-0.19,-0.25,0.08,,1742,1530,1138,1520,1552,1201,1490,1691,endOfFrame
1.48829E+12,37.09HZ ,185.46HZ ,16,-32,20,-1,0,15,49.58,4.54,7.66,0.91,0.41,0.06,0.04,-0.39,-0.46,0.63,-2.2,11.2,9.78,-0.09,-0.05,0.52,,1744,1526,1113,1547,1481,1211,1580,1662,endOfFrame
1.48829E+12,37.09HZ ,185.45HZ ,-7,-21,25,-1,0,14,43.52,4.24,2.03,0.92,0.4,0.05,0.02,-0.89,-0.26,0.53,-2.03,10.18,9.45,0.12,0.08,0.82,,1745,1465,1139,1580,1455,1230,1614,1636,endOfFrame
1.48829E+12,37.24HZ ,186.18HZ ,0,-14,31,-1,0,15,34.58,4.11,-4.33,0.95,0.31,0.03,-0.04,-0.54,-0.1,0.66,-2.11,8.72,12.06,0.03,-0.15,0.22,,1752,1462,1159,1557,1561,1194,1490,1688,endOfFrame
1.48829E+12,37.26HZ ,186.29HZ ,-1,-19,31,-1,0,16,36.86,0.87,-1.02,0.95,0.3,0.02,-0.02,-0.69,-0.18,0.55,-1.79,9.2,13.01,-1.06,0.35,0.07,,1671,1566,1052,1641,1508,1255,1384,1788,endOfFrame
1.48829E+12,37.14HZ ,185.70HZ ,-1,-19,31,-1,0,16,42.51,-7.82,-0.31,0.93,0.36,-0.06,0.01,-0.58,0,0.57,0.96,10.66,11.94,-0.5,-0.08,0.15,,1677,1571,1064,1618,1590,1191,1490,1666,endOfFrame
1.48829E+12,37.16HZ ,185.78HZ ,-1,-19,26,-1,0,16,44.66,-3.95,5.61,0.92,0.38,-0.02,0.06,-0.68,-0.1,0.42,0.31,11.25,11.42,-0.45,-0.43,0.58,,1752,1559,1028,1592,1573,1226,1530,1606,endOfFrame
